title,username,date,star,reviews
MKCR 山小孩咖啡,摩卡男孩愛食記部落客(257篇食記),2019/08/17,999,  MOUNTIN KIDS Cafe 山小孩咖啡
MKCR 山小孩咖啡,布萊美旅團(MALU)愛食記部落客(89篇食記),2019/07/12,4.5,MKCR山小孩咖啡MountainKidsCoffeeRoaster喝咖啡配古蹟 
MKCR 山小孩咖啡,大餐小食愛食記部落客(551篇食記),2019/04/28,999,"窗景中的百年-MKCR山小孩咖啡,台北車站北門旁的白色小屋咖啡店"
MKCR 山小孩咖啡,寫食派Lexie's Blog愛食記部落客(486篇食記),2019/03/25,3.5,北門咖啡廳山小孩咖啡，view00~咖啡甜點都正點
MKCR 山小孩咖啡,Polly波波莉娜🌸愛食記部落客(39篇食記),2019/03/12,4.0,mkcr山小孩咖啡-欣賞古蹟北門的純白色咖啡廳-Polly波莉
MKCR 山小孩咖啡,大妹Damei愛食記部落客(715篇食記),2019/01/25,3.0,MKCR山小孩咖啡-鬧中取靜的一幢兩層樓白房 ||中正區、北門、不限時
MKCR 山小孩咖啡,抹茶控桑尼愛食記部落客(395篇食記),2018/12/28,999,台北|中正|山小孩咖啡MKCR MountainKidsCoffeeRoaster | 一邊欣賞古蹟一邊愜意用下午茶 |北門站
MKCR 山小孩咖啡,我的旅圖中愛食記部落客(104篇食記),2018/11/26,999,MKCR山小孩咖啡 百年北門古蹟與咖啡的相遇、IG打卡咖啡廳推薦
MKCR 山小孩咖啡,Maggie的吃喝玩樂地圖*愛食記部落客(98篇食記),2018/11/06,4.0,MKCR山小孩咖啡:將歷史榮華框進一片窗MountainKidsCoffeeRoaster 
MKCR 山小孩咖啡,Kao空食客愛食記部落客(731篇食記),2018/09/01,4.0,MKCR 山小孩咖啡(二訪)- 清新無印良品風格 北門旁的精品咖啡館 @台北北門 x KAO空客
MKCR 山小孩咖啡,Ellen's 食&旅誌愛食記部落客(1525篇食記),2018/08/19,999,MKCR山小孩咖啡能看到北門美景的咖啡館
MKCR 山小孩咖啡,月亮與六便士愛食記部落客(14篇食記),2018/06/15,4.0,台北 MKCR / Mountain Kids Coffee Roaster 山小孩咖啡廳｜北門站
MKCR 山小孩咖啡,路西達走透透旅行手札愛食記部落客(413篇食記),2018/06/12,999,MKCR/MountainKidsCoffeeRoaster山小孩咖啡北門自烘咖啡小清新
MKCR 山小孩咖啡,斑比Banbi愛食記部落客(1574篇食記),2018/05/27,999,"台北白淨小屋-MKCR山小孩咖啡,二樓窗景細嚐百年北門故事/西門町周邊美"
MKCR 山小孩咖啡,哈v愛食記部落客(17篇食記),2018/05/26,5.0,MOUNTAINKIDS山小孩：用一杯咖啡穿越北門單品咖啡甜甜圈
MKCR 山小孩咖啡,35號的腳印愛食記部落客(1130篇食記),2018/05/24,999,絕美窗景為舊城區帶來新亮點~MKCR山小孩咖啡
MKCR 山小孩咖啡,布卡的小宇宙愛食記部落客(433篇食記),2018/05/19,999,山小孩咖啡MOUNTAINKIDS｜白色系美麗窗景咖啡館
肉多多火鍋 台北重慶南店,饅頭弟愛食記部落客(549篇食記),2022/07/29,5.0,火鍋第一品牌～肉粉FUN暑假，感恩回饋超殺半價5折，肉多多火鍋$399外帶餐，加元，多份主餐
肉多多火鍋 台北重慶南店,靜怡&大顆呆愛食記部落客(992篇食記),2022/07/21,999,肉粉FUN暑假 肉多多火鍋半價  台北火鍋  外帶餐只要$399 超狂多1元多1件 火鍋第一品牌樂多多集團!
肉多多火鍋 台北重慶南店,白羽平(2則評論),2019/06/14,4.5,肉很讚
肉多多火鍋 台北重慶南店,涵的足跡～走遍天涯愛食記部落客(282篇食記),2022/07/19,999,肉多多半價!外帶餐只要$399，加$元多一盤肉，人只要$200元在家輕鬆吃鍋!
肉多多火鍋 台北重慶南店,小噗扒飯食記愛食記部落客(438篇食記),2022/07/19,5.0,"肉多多火鍋 台北重慶南店,火鍋外帶推薦,近台大醫院站,樂多多集團,最歡樂最大火鍋集團,火鍋第一品牌,肉粉FUN暑假 肉多多半價,肉多多火鍋$399外帶餐"
肉多多火鍋 台北重慶南店,靈王問路愛食記部落客(103篇食記),2022/07/11,999,肉多多火鍋外帶只要399，最歡樂最大樂多多火鍋集團，肉粉FUN暑假肉多多半價！
肉多多火鍋 台北重慶南店,徐小碧愛食記部落客(380篇食記),2022/07/11,999,肉多多火鍋(台北重慶南店) 最歡樂最大火鍋集團 樂多多集團 肉粉FUN暑假 肉多多半價 $399外帶餐 
肉多多火鍋 台北重慶南店,林天相愛食記部落客(206篇食記),2022/07/07,5.0,火鍋第一品牌樂多多集團肉多多火鍋台北重慶南店/肉粉FUN暑假，肉多多半價/雙主餐$399外帶餐，加1元變3主餐，平均一人只要200元，吃好又吃飽！這樣的C/P值，是不是超狂？/
肉多多火鍋 台北重慶南店,北投之家愛食記部落客(20篇食記),2022/06/08,5.0,火鍋外帶推薦｜肉多多外帶防疫套餐-優惠低於49折比吃便當便宜，加3元再加3盤肉，最歡樂最大火鍋品牌樂多多集團｜北投之家推薦台北市外帶美
肉多多火鍋 台北重慶南店,小咪ma。吃喝玩樂趣愛食記部落客(698篇食記),2022/04/07,4.0,肉多多火鍋 台北重慶南店。火鍋第一品牌 旗下爆紅名店插旗北車商圈。268元起無限用近70種超豐富自助吧。捷運西門站
肉多多火鍋 台北重慶南店,小胖盈的花椒人蔘愛食記部落客(182篇食記),2022/01/07,999,全台最大火鍋集團樂多多旗下火鍋品牌，饌和牛無菜單創意鍋物登場！台北旗艦店限定，和牛泡芙、日本北海道A5和牛、一整隻麵包蟹端上桌！
肉多多火鍋 台北重慶南店,Wisely的拍拍照寫寫字愛食記部落客(1957篇食記),2020/03/20,999,肉多多火鍋 新品項︱《小資精選2人套餐》，大盤肉加海鮮超划算；全新湯頭元氣上桌，蒜頭雞＆剝皮辣椒雞～到店自取的外帶4人餐《呷飽餐》資訊
肉多多火鍋 台北重慶南店,安魯魯與陽光姐愛食記部落客(301篇食記),2019/10/03,5.0,"肉多多火鍋台灣火鍋第一品牌-重慶南店-親民價格肉肉吃爽爽,新湯頭南洋綠咖哩和泰式酸辣"
肉多多火鍋 台北重慶南店,開心天后郁可可愛食記部落客(180篇食記),2019/06/18,4.5,"肉多多火鍋-台北重慶南店~台灣火鍋第一品牌,貼心服務,生日節慶.朋友聚會最佳首選！"
肉多多火鍋 台北重慶南店,Dustin貪食嗑愛食記部落客(437篇食記),2019/05/16,4.5,肉多多火鍋二代店重慶南店_貼心剝蝦服務！沒吃過肉多多；別說你吃過好吃的火鍋！｜生日肉蛋糕免費送/北車聚餐推薦『台北車站·台大醫院』
肉多多火鍋 台北重慶南店,寫食派Lexie's Blog愛食記部落客(486篇食記),2019/05/14,4.0,肉多多二代店重慶南店服務堪比海底撈!粉紅店裝可愛超好拍，剝蝦涮肉服務貼心大升級，海陸套餐高CP值
肉多多火鍋 台北重慶南店,麥仔的生活日記愛食記部落客(750篇食記),2019/05/09,999,肉多多(重慶店)2.0｜比海底撈更厲害??二代店環境更舒適服務更到位，肉控不能錯過的超大份量海陸拼盤｜台北車站美｜捷運臺大醫院站美
肉多多火鍋 台北重慶南店,大口老師愛食記部落客(1169篇食記),2019/05/07,999,肉多多火鍋．都會叢林感全新二代店，肉盤份量十足又美味，服務更貼心!
魅麗海 中庭餐廳 (德立莊店),Huiwen Yu(1則評論),2022/07/18,5.0,之前看到網路上的負評本不相信，因為信任貴公司的品管之下還是訂位用餐，沒想到網路上的負評一一實現在我面前，我們別點雞腿排和豬排餐點，雞腿排餐很柴像在吃雞胸肉的食物，豬排餐帶筋帶皮非常難咀嚼，從ㄧ坐下來的用餐氛圍一整個不對頭，包含服務人員的態度，深怕我們多訊息說太多，一臉不高興的樣子，就是一副不給問的態度，讓人覺得很錯愕跟不被尊重，因此在此留言，希望貴公司能看到留言改善，提供下一位客人的用餐心情不受影響！
魅麗海 中庭餐廳 (德立莊店),AJ愛食記部落客(931篇食記),2021/12/09,999,西門町德立莊 中庭餐廳 牛排、雞排、豬排 + Buffet自助沙拉吧吃到飽
魅麗海 中庭餐廳 (德立莊店),趴趴走的一般人(1則評論),2021/10/24,1.0,主食+半自助其實主食就是一般夜市鐵板燒牛排那種， 半自助非常一般。不能說慘不忍睹 但是絕對不會讓你帶著好印象離開。應該也不會想再來？ 雖然不敢說海鮮不新鮮， 但真的不是很好吃，鐵板燒也不是很好吃。服務： 沒什麼服務， 除了點餐跟上菜 就沒有任何服務人員出現了。不會主動清理桌上的盤子。環境氛圍： 還不錯 其實很寬敞 佈局適合聊天 但位子作為自助餐不太合理價格：398+10% 服務費
魅麗海 中庭餐廳 (德立莊店),高嘉妘(8則評論),2021/01/13,3.5,魅麗海中庭餐廳的在漂亮大氣的中庭餐廳優雅的吃排餐自助吧
魅麗海 中庭餐廳 (德立莊店),資深少女丹丹小姐愛食記部落客(82篇食記),2021/01/12,5.0,龍蝦海陸大餐只要百元還能自助吧吃到飽！！西門魅麗海中庭餐廳德立莊店
魅麗海 中庭餐廳 (德立莊店),花見團子玩耍趣愛食記部落客(145篇食記),2021/01/10,5.0,魅麗海中庭餐廳-海霸王集團，西門町排餐推薦
魅麗海 中庭餐廳 (德立莊店),開心天后郁可可愛食記部落客(180篇食記),2021/01/06,4.5,"魅麗海中庭餐廳-台北德立莊店~過年限定排餐-龍蝦雙拼.海陸雙拼,台.日.中式料理、飲料.甜點.冰淇淋吃到飽"
魅麗海 中庭餐廳 (德立莊店),Catalina旅遊小筆記愛食記部落客(236篇食記),2020/11/20,5.0,魅麗海中庭餐廳｜戰勝疫情的自助吧回來囉｜西門只要$398元排餐吃到飽｜海鮮/牛排/特色料理隨你吃
魅麗海 中庭餐廳 (德立莊店),聽. 薇琪說愛食記部落客(70篇食記),2020/11/06,4.0,Midtown德立莊魅麗海中庭餐廳｜SemiBuffet吃到飽｜海陸雙拼、霸王嫩肩牛排｜超高cp值讓你一次擁有排餐與自助沙拉吧–聽.薇琪說
魅麗海 中庭餐廳 (德立莊店),省錢王Jet吃喝玩樂趣愛食記部落客(1464篇食記),2020/10/26,4.5,重新幕SEMIBUFFET點個排餐就能沙拉吧吃到飽－魅麗海中庭餐廳 
魅麗海 中庭餐廳 (德立莊店),玖肆愛食記部落客(91篇食記),2020/06/13,3.5,Midtown 德立莊 中庭餐廳。西式排餐
魅麗海 中庭餐廳 (德立莊店),跟小資媽一起吃喝玩樂愛食記部落客(112篇食記),2019/09/11,4.5,德立莊魅麗海中庭餐廳老饕不會跟你說的隱藏版美餐廳海陸雙拼和龍蝦饗宴超高CP值鄰近西門町商圈台北美
魅麗海 中庭餐廳 (德立莊店),東吃東吃到處吃愛食記部落客(179篇食記),2019/09/08,4.5,"超值龍蝦餐吃到飽沙拉吧,CP值超高不怕你吃- 德立莊:魅麗海中庭餐廳"
魅麗海 中庭餐廳 (德立莊店),陳淑琴(1則評論),2019/08/15,5.0,環境優雅，䬸點內容非常滿意，慧子服務佳。
魅麗海 中庭餐廳 (德立莊店),Weimin Wang(8則評論),2019/07/29,1.0,接待員的態度真的需要加強，遇到客人接近都不太鳥，雖然很忙，但也應該接待一下，兩次靠近要訂位，當客人隱形的，超傻眼，催促用餐時間到超強，放生客人no1
魅麗海 中庭餐廳 (德立莊店),Penny愛吃吃愛食記部落客(20篇食記),2019/05/09,3.5,用餐環境寬敞舒適，採光明亮座位也多點一份排餐就可用自助沙拉吧吃到飽位在西門町交通方便，聚餐約會都適合
魅麗海 中庭餐廳 (德立莊店),張育美(7則評論),2019/05/09,3.5,豬排好吃，就是菜色普通了點，平日補菜速度比較慢。
魅麗海 中庭餐廳 (德立莊店),Henry Chou(1則評論),2019/03/10,1.0,服務態度不佳
魅麗海 中庭餐廳 (德立莊店),小公主Irene愛食記部落客(2433篇食記),2019/03/07,999,平價牛排semibuffet，西門町推薦餐廳，只要398元就能吃到飽．德立莊中庭餐廳
魅麗海 中庭餐廳 (德立莊店),Hung Grace(1則評論),2019/02/08,1.0,看了食記推薦去吃， 點牛排餐五熟卻硬到切不動， 這輩子吃過最難吃的牛排， 和店員反應也不處理，其他食材也都非常普通， 不會再來第二次了。
魅麗海 中庭餐廳 (德立莊店),魚樂分享誌•小魚愛食記部落客(924篇食記),2018/11/20,999,德立莊中庭餐廳-CP值超高平價吃到飽｜牛排自助吧｜西門町美
魅麗海 中庭餐廳 (德立莊店),Bunny Lian愛食記部落客(247篇食記),2018/09/23,4.0,德立莊中庭餐廳SemiBuffet一人$98起半自助式主餐自助吧任君搭配吃到飽
魅麗海 中庭餐廳 (德立莊店),Nancy將的生活筆計本愛食記部落客(1444篇食記),2018/09/23,999,"德立莊中庭餐廳幕慶,排餐加Semibuffet半自助式398元起,午晚餐相同價位,挑高中庭空間好舒適"
魅麗海 中庭餐廳 (德立莊店),水晶安蹄愛食記部落客(2114篇食記),2018/09/22,999,西門 德立莊中庭餐廳 Semi Buffet 超值半自助Buffet 用餐環境挑高寬敞舒適
魅麗海 中庭餐廳 (德立莊店),朝食女孩 & Lady L愛食記部落客(188篇食記),2018/09/21,4.0,台北中正｜德立莊中庭餐廳～高CP值semi buffet吃到飽！隱身飯店的氣氛餐廳（捷運西門站）～
魅麗海 中庭餐廳 (德立莊店),愛吃鬼芸芸愛食記部落客(3330篇食記),2018/09/20,999,德立莊中庭餐廳SemiBuffet$398起，超划算沙拉吧吃到飽！
魅麗海 中庭餐廳 (德立莊店),Wisely的拍拍照寫寫字愛食記部落客(1957篇食記),2018/09/20,999,台北中正。德立莊中庭餐廳︱SemiBuffet點排餐自助吧吃到飽，消費NT500有找～捷運西門站4號出口，打狗霸TAKO972旁！慶幕9/2-9/24第2人半價
魅麗海 中庭餐廳 (德立莊店),Joanna Wong愛食記部落客(35篇食記),2018/09/19,4.0,鬧區中的桃花源 CP值超高的德立莊中庭餐廳
三統漢菓子 台北車站店,我是呂萱萱-吃喝玩樂愛分享愛食記部落客(128篇食記),2022/07/18,5.0,三統漢菓子好吃嗎？流心月餅箱流心三重奏禮盒、鳳凰流心酥
青島飯團,趁早出門吃飽飽愛食記部落客(66篇食記),2022/07/18,4.5,青島飯糰，銅板價餡料超豐富飯糰，台北車站美推薦
青島飯團,阿球出任務愛食記部落客(99篇食記),2022/04/30,999,青島飯糰，台北飯糰推薦(菜單)
青島飯團,張小玉紫級會員(354則評論),2021/12/15,4.5,不爛糊的紫米飯粒，口感多層次（滷蛋、蔥蛋還有肉鬆、菜圃、酸菜在其中）～值得一排ㄡ
青島飯團,Nash，神之領域愛食記部落客(3033篇食記),2022/04/29,999,青島飯糰，紫米飯糰超受歡迎 (菜單)
青島飯團,布雷克的世界愛食記部落客(706篇食記),2021/11/04,999,青島飯糰｜以便宜豐富聞名的飯糰是台北車站早餐首選之一
青島飯團,Yuki's Life愛食記部落客(1098篇食記),2021/01/27,999,台北車站早餐推薦「青島飯糰」紫米飯糰銅板美超好吃！菜單
青島飯團,省錢王Jet吃喝玩樂趣愛食記部落客(1464篇食記),2020/06/22,4.0,早餐排起來！現點現做人氣飯糰晚來可是賣光光3大理由讓您非吃不可-青島飯糰
青島飯團,愛吃鬼芸芸愛食記部落客(3330篇食記),2012/10/09,999,台北車站美味早餐～青島飯團
太陽蕃茄拉麵,趁早出門吃飽飽愛食記部落客(66篇食記),2022/07/17,4.5,太陽蕃茄拉麵-台北車站站前本店，番茄與雞骨高湯，健康與創意的日式拉麵店
太陽蕃茄拉麵,周花花，甲飽沒愛食記部落客(2178篇食記),2022/06/07,999,【台北車站美推薦】太陽蕃茄拉麵 來自日本東京台灣本店！兼顧美味美容健康的好吃拉麵
太陽蕃茄拉麵,Penny愛吃吃愛食記部落客(20篇食記),2019/04/30,4.0,太陽起士拉麵👍👍👍蕃茄湯頭濃郁，上面撒滿起司和細麵mix很好吃👍套餐裡的特製炸雞，汁嫩美味好吃大推😋😋
太陽蕃茄拉麵,Rou銀級會員(18則評論),2018/04/05,5.0,一百！！！番茄味道很濃很好吃😋
太陽蕃茄拉麵,Lisa愛食記部落客(94篇食記),2021/08/31,4.0,日本拉麵大賽第七名的太陽番茄拉麵，有真材實料的濃郁番茄湯底，還有態度良好的服務！
太陽蕃茄拉麵,Der Thunder愛食記部落客(22篇食記),2018/08/30,4.5,1人餐桌-太陽蕃茄拉麵-太陽のトマト麺-站前本店健康蔬新樂活
太陽蕃茄拉麵,文仔愛食記部落客(888篇食記),2018/06/03,999,中正-太陽蕃茄拉麵
太陽蕃茄拉麵,Rika．栗卡食光愛食記部落客(233篇食記),2018/05/10,999,台北車站濃濃的太陽蕃茄拉麵/起司拉麵@加大免費@素餐點
太陽蕃茄拉麵,魚食筆記愛食記部落客(315篇食記),2018/02/27,3.5,太陽蕃茄拉麵，台北車站，湯頭多樣味濃卻不膩的好吃拉麵
太陽蕃茄拉麵,Yu-Shin Shih銀級會員(15則評論),2017/12/15,4.5,太陽番茄起司拉麵（寬麵）很不錯！而且可以選擇半鹽吃起來剛剛好不會過鹹起司融化配上麵條很順口好吃～但是配菜我是選涼拌豆腐我自己就沒有很喜歡了
太陽蕃茄拉麵,葉展志銀級會員(12則評論),2017/03/25,4.0,第一次吃選擇咖喱飯番茄融入咖喱很特別份量大到吃不完，可以搭配小菜選擇很多，附有熱茶
太陽蕃茄拉麵,Lily Yang紫級會員(127則評論),2016/11/06,4.0,太陽起司番茄拉麵套餐+可樂餅 泡菜蕃茄湯頭很有特色 加起司很配麵有點軟 但有三百塊的價值
太陽蕃茄拉麵,小食日記愛食記部落客(569篇食記),2016/05/20,999,［拉麵］太陽蕃茄拉麵站前本店｜台北中正區｜台北車站
太陽蕃茄拉麵,美食好芃友愛食記部落客(2372篇食記),2014/11/04,999,太陽蕃茄拉麵(站前店)-濃厚番茄湯底X起司勾勾纏和風義式拉麵
太陽蕃茄拉麵,雪嫩 Shannon愛食記部落客(698篇食記),2014/07/01,999,*太陽蕃茄拉麵(太陽のトマト麺)(站前店)*有創意的拉麵(台北車站、拉麵、套餐)(近台北車站)
太陽蕃茄拉麵,魚樂分享誌•小魚愛食記部落客(924篇食記),2014/05/06,999,太陽番茄拉麵
太陽蕃茄拉麵,陳小沁愛食記部落客(1586篇食記),2014/03/13,999,《台北車站美》太陽蕃茄拉麵 – 超濃郁的番茄起司拉麵，清爽美味!
太陽蕃茄拉麵,大餐小食愛食記部落客(551篇食記),2013/09/29,999,太陽蕃茄拉麵(太陽のトマト麺Taiwan)-台北/中正/台北車站
太陽蕃茄拉麵,波比看世界愛食記部落客(693篇食記),2013/09/22,999,日義合併拉麵新概念☆太陽蕃茄拉麵
太陽蕃茄拉麵,Clairegarden愛食記部落客(599篇食記),2013/09/18,999,太陽蕃茄拉麵~原來拉麵也能配起司呢
太陽蕃茄拉麵,桶子葉の吐司記愛食記部落客(1119篇食記),2013/08/04,999,太陽蕃茄拉麵 -- 有滑蛋就是不一樣~!
太陽蕃茄拉麵,鬆餅太太的翻滾日常愛食記部落客(64篇食記),2013/08/01,999, 鬆餅母女覓趣@Taitoma 太陽番茄拉麵(站前店)
太陽蕃茄拉麵,葉癮評饗愛食記部落客(1651篇食記),2013/05/24,999,健康又美味的另類拉麵。太陽蕃茄拉麵 (太陽のトマト麺 Taiwan) / 台北車站
太陽蕃茄拉麵,Yuki的美食旅行小日子愛食記部落客(774篇食記),2013/01/23,999,太陽的蕃茄麵 太陽のトマト麺＊與眾不同的和風義式拉麵
太陽蕃茄拉麵,爆肝護士愛食記部落客(1341篇食記),2013/01/21,999,捷運台北站M6 凱薩地下街 太陽番茄拉麵
太陽蕃茄拉麵,柔藍食單愛食記部落客(1605篇食記),2012/12/13,999,[] 台北 太陽蕃茄拉麵(太陽のトマト麺)
太陽蕃茄拉麵,美食猛男阿一一愛食記部落客(938篇食記),2012/11/20,999,台北車站 太陽蕃茄拉麵～日本人氣爽口健康拉麵登台
上海鄉村餐廳 濟南店,寒武紀愛食記部落客(1237篇食記),2022/07/17,999,【上海鄉村】夏日清補聖品宅配到家｜30鐘美味輕鬆上桌！大鮑瑤柱老火湯．雪耳燉雞美妍湯．蟹黃獅子頭～中肯‧！
上海鄉村餐廳 濟南店,PEKO愛食記部落客(1462篇食記),2022/07/14,999,不用出門，40年老字號江浙料理的養生雞湯、蟹黃獅子頭30鐘輕鬆上桌！
上海鄉村餐廳 濟南店,Julia Chou(6則評論),2016/08/09,999,是“蔥㸆”烏參，醃篤鮮是江浙菜的經典，應要詳細介紹濃郁的湯頭及料頭～
上海鄉村餐廳 濟南店,跟著羽諾吃喝玩樂去～愛食記部落客(1314篇食記),2022/07/11,999,40年江浙菜名店免排隊就能在家吃白燒砂鍋魚頭2022亞太年度十大菜點超人氣宅配美推薦｜上海鄉村
上海鄉村餐廳 濟南店,阿如的小格子愛食記部落客(870篇食記),2022/07/10,5.0,40年品牌的老滋味 道地江浙料理 宅在家一樣可以受的五星級美 上海鄉村
上海鄉村餐廳 濟南店,J&A的旅行愛食記部落客(1100篇食記),2022/07/09,999,上海鄉村-濃郁甘醇的干貝鮑魚雞湯用料很實在
