store_info_id,create_time,score,content
4,2022/02/24,4.0,A Train系列 – B Line by A Train／台北華山，白天有咖啡晚上有餐酒的A Train系列
4,2018/11/28,5.0,酒好喝，最愛mojito！特推義大利麵
4,2018/10/02,4.5,Niceplacetotalk
4,2019/04/16,999,有心沉淪，寂寞不寂寞都該喝的酒★BLinebyATrain華山週邊酒吧推薦
4,2019/02/03,5.0,BLinebyATrain|FridayNight，我們一起微醺吧！
4,2018/08/27,999,店員親切，環境裝潢雅緻，跟三五好友來吃飯或聊天喝酒吃點心都很適合，沙發很好坐！
4,2018/08/25,999,
4,2016/10/26,4.0,華山附近下班小酌的好地方，正餐比較不是強項，義大利麵和炒飯都少少。雞翅和薯片都很不錯，但一定要點酒配起來才對味，不然會覺得太鹹。整間酒吧氣氛很好，很適合三五好友微醺聊天～
4,2014/09/29,999,BLinebyAtrain：華山旁紐約金屬工業風酒吧推薦給女孩們超帥店員
4,2014/09/21,999,週三不加班BLINEBYATRAIN華山附近小酌酒吧
5,2022/08/27,999,就算藏身在巷弄，生意還是好到不行！蟬聯「米其林推薦」的潤餅，真的實至名歸！潤餅一捲$60，份量大到要用兩張餅皮才hold得住！（文中附MENU）吾旺再季
5,2022/05/05,4.0,吾旺再季｜以當天自製潤餅皮與豐富餡料 捲住米其林評審的胃｜南機場夜市
5,2019/12/04,4.5,和馬階醫院旁巷子裏的建國潤餅，是目前唯二值得一嚐再嚐的排隊潤餅。
5,2021/12/14,4.5,台北：南機場夜市台北2019、2020、2021米其林必比登推薦必吃美
5,2021/08/16,999,加了素排骨酥的潤餅夜市中的米其林必比登
5,2020/09/13,999,每日限量的現做爆餡潤餅，料好實在又新鮮，營業時間人潮排到擠爆
5,2020/08/22,999,吾旺再季潤餅捲專賣(原松青潤餅)｜南機場夜市美，2020米其林必比登推薦，菜單價位(捷運小南門站)
5,2020/04/22,999,吾旺再季潤餅(原松青潤餅)每天限量200個，米其林推薦的台北好吃潤餅｜芥末潤餅
5,2019/12/02,999,南機場松青潤餅2019必比登推薦夜市小吃排隊美
5,2019/04/08,999,台北美|松青潤餅。2019米其林必比登還沒攤人潮延伸五個店面長，一個銅板飽吃米其林！(小南門站)
5,2017/12/16,999,松青潤餅，南機場夜市美(姊姊)
6,2022/08/26,5.0,uPoke，夏威夷生魚飯，蛋白質份量多、配料鮮脆 @鯊魚大口咬
6,2022/08/18,999,uPoke，夏威夷生魚飯，公館美推薦
6,2022/04/24,4.5,這間是我很喜歡吃的一間店 我還介紹同事去吃 、喜歡是喜歡 但是 店員素質不夠好 …. 今天去買的很不舒服 因為莎拉醬汁 我跟小姐反應 她說 ：我們的量是固定的 我又跟他說 我說我常來但是今天的真的有點少 …她就回要不你可以再➕一份莎拉 醬 20元  我本來想說 算了 就這樣吧 但是走到一半 又覺得 味道不夠怎麼吃呀….於是我就又回頭回去跟他反應然後再請他幫我加沙拉我補$20這一次幫我加了很多…我就又有反應了你加這麼多我怎麼吃你剛剛已經加了我是因為覺得不夠才回來但是你要給我加那麼多 味道不是太重了嗎…小姐回我說：我們的量都是算好的  ….. 各位客倌們菜煮太淡 可以再調一下味道但是可以Double量調味嗎？ 你說我那盒飯吃的開心嗎…….
6,2022/07/19,5.0,台北：內用蕎麥麵、藜麥飯吃到飽，黑豆茶喝到飽
6,2022/07/05,4.5,uPoke夏威夷生魚飯｜台北公館美推薦。客製化健康餐內用蕎麥麵、蕎麥飯吃到飽！(菜單menu價錢)
6,2022/03/14,999,uPoke 夏威夷生魚飯｜比健康便當還好吃的夏威夷生魚飯內用竟然還有蕎麥麵與藜麥飯吃到飽
6,2022/03/14,999,uPoke夏威夷生魚飯水源門市，台北Poke推薦
6,2022/03/12,5.0,uPoke 夏威夷生魚飯，台大公館美推薦
6,2022/03/06,999,uPoke夏威夷生魚飯水源門市蕎麥麵藜麥飯吃到飽！想吃什麼自由組搭
6,2022/03/06,999,公館美推薦｜uPoke 夏威夷生魚飯｜偏者有福想吃什麼自己選，百元客製化精品沙拉
6,2022/03/05,999,【台北】公館美｜uPoke 夏威夷生魚飯水源店，鮪蝦迷卵雞添，健康美味超有梗夏威夷拌飯推薦
7,2022/08/26,999,3546冰淇淋｜台北車站ＣＰ值最高的冰淇淋店
7,2021/12/22,4.5,3546冰淇淋 (30 ICE CREAM 創始店)-台北Y區地下街好吃便宜的冰品
8,2022/08/26,999,公館龍潭豆花｜台大公館一帶只賣花生豆花的老店真的很強大
8,2022/08/16,4.5,台北：一年四季獨賣花生豆花這一味，最愛傳統豆花帶有焦香味
8,2020/05/16,4.0,店面裝潢很簡單只有幾張桌椅開放空間沒有冷氣翻桌率很快數十年來就只賣一種花生豆花豆花口感綿密帶有淡淡焦香味糖水的甜度配上碎冰就很剛好夏天到公館逛街必來一碗消暑
8,2016/11/09,999,豆花有碳燒ㄉ香氣
8,2022/04/24,999,龍潭豆花，公館必吃!只賣花生豆花的老店
8,2021/10/22,3.5,台北公館老字號豆花，只賣一種口味依舊超人氣，帶有傳統焦香味，店內店外永遠滿滿人潮不誇張-龍潭豆花
8,2021/02/20,999,公館龍潭豆花/這個豆花有焦味！？公館屹立不搖老店豆花！
8,2020/09/01,999,飄香數十年的豆花老店，從小吃到大的微焦香滋味綿密豆花。龍潭豆花【公館美】
8,2020/04/15,999,龍潭豆花｜獨特焦香老饕最愛｜捷運公館商圈老字號古早味傳統豆花
8,2019/05/23,999,台北公館。龍潭豆花~簡單好滋味
8,2019/05/11,4.5,龍潭豆花-古早味豆腐花公館商圈人氣店家飄焦香味的銅板美@台北公館
8,2016/10/29,4.0,還不錯
8,2016/06/29,999,龍潭豆花涼到心坎裡的古早味豆花公館夏日甜品必吃推薦！(小吃甜點冰品)
8,2016/06/04,999,台大公館美小吃＠我家涼麵、龍潭豆花、土司吐司
8,2016/06/01,999,[台北中正]傳統古早味的豆花 ♥『 龍潭豆花』♥ 不接受任何採訪的個性店家 @ ✎菜菜子的美手札ⓝⓞⓣⓔ 
8,2016/05/23,999,古早味龍潭豆花|有的焦香味的綿密豆花|公館商圈超人氣飯後甜點|台大校園美
8,2015/08/19,999,龍潭豆花。傳統花生豆花 /公館商圈/汀洲路
8,2015/02/21,999,公館的人氣店家-龍潭豆花@捷運公館站@台大
8,2014/11/10,999,龍潭豆花公館必吃美推薦迷人古早味
8,2013/09/02,999,龍潭豆花 -- 帶著微焦味的綿潤化口
9,2022/08/26,999,台北美｜肉多多火鍋(重南店)》樂多多集團美再一發！肉肉控必吃，炸多肉量及超湯頭，還有彭湃自助吧，超高CP值，讓肉多多來寵愛你的胃！
9,2022/07/29,5.0,火鍋第一品牌～肉粉FUN暑假，感恩回饋超殺半價5折，肉多多火鍋$399外帶餐，加元，多份主餐
9,2019/06/14,4.5,肉很讚
9,2022/07/21,999,肉粉FUN暑假 肉多多火鍋半價  台北火鍋  外帶餐只要$399 超狂多1元多1件 火鍋第一品牌樂多多集團!
9,2022/07/19,999,肉多多半價!外帶餐只要$399，加$元多一盤肉，人只要$200元在家輕鬆吃鍋!
9,2022/07/19,5.0,"肉多多火鍋 台北重慶南店,火鍋外帶推薦,近台大醫院站,樂多多集團,最歡樂最大火鍋集團,火鍋第一品牌,肉粉FUN暑假 肉多多半價,肉多多火鍋$399外帶餐"
9,2022/07/11,999,肉多多火鍋外帶只要399，最歡樂最大樂多多火鍋集團，肉粉FUN暑假肉多多半價！
9,2022/07/11,999,肉多多火鍋(台北重慶南店) 最歡樂最大火鍋集團 樂多多集團 肉粉FUN暑假 肉多多半價 $399外帶餐 
9,2022/07/07,5.0,火鍋第一品牌樂多多集團肉多多火鍋台北重慶南店/肉粉FUN暑假，肉多多半價/雙主餐$399外帶餐，加1元變3主餐，平均一人只要200元，吃好又吃飽！這樣的C/P值，是不是超狂？/
9,2022/06/08,5.0,火鍋外帶推薦｜肉多多外帶防疫套餐-優惠低於49折比吃便當便宜，加3元再加3盤肉，最歡樂最大火鍋品牌樂多多集團｜北投之家推薦台北市外帶美
9,2022/04/07,4.0,肉多多火鍋 台北重慶南店。火鍋第一品牌 旗下爆紅名店插旗北車商圈。268元起無限用近70種超豐富自助吧。捷運西門站
9,2022/01/07,999,全台最大火鍋集團樂多多旗下火鍋品牌，饌和牛無菜單創意鍋物登場！台北旗艦店限定，和牛泡芙、日本北海道A5和牛、一整隻麵包蟹端上桌！
9,2020/03/20,999,肉多多火鍋 新品項︱《小資精選2人套餐》，大盤肉加海鮮超划算；全新湯頭元氣上桌，蒜頭雞＆剝皮辣椒雞～到店自取的外帶4人餐《呷飽餐》資訊
9,2019/10/03,5.0,"肉多多火鍋台灣火鍋第一品牌-重慶南店-親民價格肉肉吃爽爽,新湯頭南洋綠咖哩和泰式酸辣"
9,2019/06/18,4.5,"肉多多火鍋-台北重慶南店~台灣火鍋第一品牌,貼心服務,生日節慶.朋友聚會最佳首選！"
9,2019/05/16,4.5,肉多多火鍋二代店重慶南店_貼心剝蝦服務！沒吃過肉多多；別說你吃過好吃的火鍋！｜生日肉蛋糕免費送/北車聚餐推薦『台北車站·台大醫院』
9,2019/05/14,4.0,肉多多二代店重慶南店服務堪比海底撈!粉紅店裝可愛超好拍，剝蝦涮肉服務貼心大升級，海陸套餐高CP值
9,2019/05/09,999,肉多多(重慶店)2.0｜比海底撈更厲害??二代店環境更舒適服務更到位，肉控不能錯過的超大份量海陸拼盤｜台北車站美｜捷運臺大醫院站美
9,2019/05/07,999,肉多多火鍋．都會叢林感全新二代店，肉盤份量十足又美味，服務更貼心!
10,2022/08/25,5.0,餐點美食雙月每一道都讓人很滿意，難怪他可以獲得米其林必比登連續多年的推薦，餐點品質控制得很好，而且就米其林美食來說價格超親民，帶著家人來用餐，每個人都是吃得心滿意足又超飽，是家吃過絕對會再三回訪的餐廳。
10,2022/08/05,999,雙月品社-濟南店-善導寺站及台大醫院週邊~米其林必比登推薦排隊美~
10,2022/06/10,5.0,雙月品社濟南店～排隊米其林美外吃得到！招牌蛤蠣雞湯、愛恨椒芝麵全部吃起來～雙月最新菜單(2022年5月)
10,2022/06/09,999,雙月品社 | 各店地點、電話及2022菜單
10,2022/05/16,5.0,濟南路美｜雙月品社濟南店-干貝燉雞湯、金目鱸魚湯，給自己與家人最好的燉湯料理｜米其林必比登&北投之家推薦台北市美餐廳
10,2022/02/12,4.0,雙月品社 濟南店 - 米其林必比登推薦的超人氣養生湯品，滿滿的好料堆成小山
10,2021/09/10,999,雙月品社 濟南店：吹風滷味、紅燒虱目魚肚、養生雞湯，GoShare外送到家箱｜臺北餐廳 捷運善導寺站 GoShare Select 挑剔指南 臺灣小吃
10,2021/04/03,999,台北•雙月品社（濟南店）的愛恨椒芝麵真是太美味了！
10,2021/03/08,999,雙月品社 濟南店｜台北超強的蛤蜊雞湯跟鱸魚湯連三年都有獲得米其林必比登推薦
10,2021/03/05,999,善導寺美『雙月品社濟南店』米其林必比登推薦/養生必喝湯品/愛恨椒芝麵
10,2021/03/05,5.0,雙月品社｜209米其林美推薦，冬天必吃的超豐富養身雞湯，用心又美味
10,2021/03/03,999,"雙月濟南店,金雙月,超好吃愛恨椒芝麵!!"
10,2021/03/01,999,雙月品社｜蟬聯3年米其林必比登、台北最強雞湯、元氣鱸魚湯、愛恨椒芝麵、菜單價位(捷運善導寺站)
10,2021/03/01,5.0,必比登美推薦，傳遞家溫度的養生雞湯料理，推薦必點愛恨椒芝麵及麻油瘦肉湯，另販售伴手禮禮盒，可宅配！雙月品社濟南店
10,2021/01/21,999,台大醫院美【雙月品社濟南店】台北魚湯推薦雞湯中藥滷味等養生美
10,2021/01/17,999,雙月品社.2020年末再訪
10,2020/12/20,5.0,雙月品社｜善導寺美 米其林必比登推薦｜濟南店盛大幕 人氣養生雞湯 油飯 吹風滷味必點 大推紅燒虱目魚皮 軟Ｑ好吃 
10,2020/12/06,5.0,雙月品社濟南店3年米其林必比登推介為家人做料理為出發點嚴選當日材產地新鮮直送台北美
10,2020/10/14,4.5,雙月品社米其林必比登推薦善導寺美鮮美鱸魚湯蒜泥鮮蚵必點
10,2020/08/18,5.0,善導寺美金雙月品社（濟南店）．溫補鱸魚湯．養生首選．月子餐．爆料的美味
10,2020/08/07,5.0,養身首選升級2.0
10,2020/07/30,999,"台北-雙月品社濟南店,,新幕湯品專門店,有限定菜單鱸魚湯,青島店走路三鐘"
10,2020/07/20,4.5,雙月濟南店-金雙月～主打新鮮產地直送的鱸魚湯，是米其林必比登雙月品社新的店
10,2020/07/20,5.0,養生湯首選/金雙月-濟南店“探病必買”“產後術後必吃”-文末附菜單
10,2020/07/13,5.0,金雙月雙月新店新推出鱸魚系列來台北必吃不能錯過
10,2020/06/17,5.0,雙月品社 濟南店  善導寺美  金雙月鱸魚湯、整片無刺鱸魚湯 台北鱸魚湯、雞湯推薦 菜單及魚湯價格 新店全新幕!
10,2020/06/16,999,金雙月品社善導寺美台北好喝魚湯推薦
10,2020/06/13,4.0,雙月品社:米其林必比登推薦 濟南新店養身飲-台北善導寺
11,2022/08/25,4.0,曼德樂泰式料理，公館商圈平價泰式餐廳，商業午餐只要130元！
11,2016/04/25,999,新幕春川辣炒雞雙人餐398元，公館新幕韓武鍋韓式料理【捷運公館/台大】。韓武鍋菜單/台大周邊美/公館餐廳
12,2022/08/25,5.0,彼得好咖啡／捷運中正紀念堂站～南門市場平價餐點，三明治、可頌、早午餐、義大利麵、甜點都有
13,2022/08/25,4.5,#酒吧 #台北圈 #純愛小吃部
13,2021/06/09,4.0,欸這很純！充滿迷幻魅力的台味餐酒館-純愛小吃部
13,2021/03/26,4.0,台北公館｜純愛小吃部 - 睡飽再說｜AfterSleep
13,2021/03/25,999,霓虹閃爍月近人，暗藏春色的《純愛小吃部PureLoveDinerBar》公館台式餐酒吧
13,2021/03/23,4.0,這間很像做黑的小吃部 粉粉暗紅色的燈光擺設很有茄子蛋歌中的80年代餐廳場景模樣 @跳躍的宅男
13,2021/03/11,999,台北純愛小吃部｜臉紅心跳的台式餐酒館，今晚愛愛愛不完。–MENS0SLIFE
14,2022/08/25,999,螺波公館店，廣西柳州螺絲粉酸辣鮮香，廣式燒臘超無敵@鯊魚大口咬
14,2022/08/16,3.5,小螺波XIAO LUO BO公館店，愛吃螺螄粉的必吃！除了基本款還有聚寶盆可以選！
14,2022/08/13,999,小螺波公館店，廣西柳州螺絲粉推薦 (菜單)
14,2022/07/04,999,公館美「小螺波公館店」廣西柳州螺絲粉酸辣好吃，菜單價位
14,2022/06/21,4.5,小螺波螺螄粉，滿滿配料的聚寶盆，台大美推薦
14,2022/04/07,999,小螺波螺螄粉。超人氣螺螄粉，必點脆皮燒肉、香酥肥腸
14,2022/03/01,5.0,小螺波 XIAO LUO BO公館店酸辣粉專賣店，又酸又辣好吃不停歇，下課學生就來吃這家
14,2021/12/26,999,臺北市中正區-小螺波 XIAO LUO BO公館店
14,2021/10/09,999,小螺波公館店，廣西柳州螺絲粉超級好吃(菜單)
15,2022/08/25,999,台北喜來登大飯店早餐十二廚菜色法國吐司佐鮮奶油好棒
15,2022/04/06,999,十二廚自助餐廳晚餐、台北喜來登大飯店~龍蝦、雪蟹、黃金蟹、果燻肋眼牛排、生啤酒、精緻甜點~訂位、價格
15,2017/08/18,3.5,菜色選擇不多，口味還可以
15,2022/02/17,4.0,十二廚｜台北喜來登自助百匯～有龍蝦、雪蟹、和牛可樂餅和超豐盛甜點
15,2022/01/29,3.5,十二廚　台北喜來登大飯店吃到飽buffet、龍蝦半隻(菜色隨時更換官網為主) 
15,2021/10/02,999,十二廚自助餐廳~重營運!加拿大雪蟹、龍蝦、現切安格斯黑牛、海膽鮭魚卵丼，菜色豐富，讓人滿意!
15,2021/05/30,999,十二廚評價｜吃到飽｜喜來登改裝｜台北吃到飽Buffet｜價位｜優惠｜捷運善導寺站
15,2021/05/05,999,Kitchen 12 十二廚-喜來登自助吧吃到飽｜價格優惠、改裝更澎湃 
15,2021/01/22,4.5,龍蝦和牛吃到飽，米其林請客樓、辰園也能吃到!!台北喜來登大飯店十二廚
15,2020/12/18,999,00台北喜來登大飯店十二廚Kitchen1攻略，超狂的海鮮、LV等級甜點，還有必吃牛排
15,2020/12/17,999,"台北吃到飽》十二廚吃到飽自助餐廳Kitchen 12~改裝登場!台北喜來登大飯店,必吃蒸海鮮.現切牛肉.舒芙蕾厚鬆餅,超過120道料理一次滿足味蕾					"
15,2020/12/06,999,重新大改裝後的喜來登十二廚，餐點選擇變得更豐富！下午茶也吃得到澎湃的海鮮大餐！
15,2020/12/05,999,台北吃到飽『喜來登大飯店(十二廚)』Buffet改裝新登場.捷運善導寺站
15,2020/12/05,999,"改裝後超厲害的十二廚自助餐廳,喜來登2廚吃到飽自助餐攻略!!"
15,2020/11/20,999,台北喜來登大飯店十二廚自助餐平日午餐buffet～龍蝦湯蒸螃蟹吃到飽，整修後菜色大升級
15,2020/09/22,999,喜來登大飯店十二廚Kitchen12｜波士頓龍蝦螯吃到飽
15,2020/06/18,3.5,壽星優惠！五星級飯店只要五折就吃得到！優惠預定方法大公－台北喜來登大飯店十二廚Kitchen1 
15,2020/03/14,999,『台北喜來登大飯店/十二廚Kitchen1』350元Buffet吃到飽！中西式餐點、甜點、飲料無限量供應！(捷運善導寺站)
15,2019/12/21,999,喜來登自助餐|十二廚評價-超值又美味!非業配心得(價錢信用卡午餐晚餐)
15,2019/09/11,999,喜來登十二廚、台北buffet推薦｜亞洲美節「味東遊」必吃料理，一次品嚐SUKHOTHAI、辰園、桃山三家餐廳超划算
15,2019/01/03,999,喜來登大飯店十二廚	五星buffet自助餐廳吃到飽！龍蝦、鮑魚、牛排無限吃
15,2018/12/28,3.0,喜來登大飯店十二廚~怎麼會這樣？ 
15,2018/09/11,999,善導寺捷運站 好吃的飯店早餐buffet 喜來登十二廚《MAE專欄》
15,2017/11/21,999,台北美吃到飽「喜來登十二廚」餐點樣式多又精緻。附存摺獨家十三區美
15,2017/08/03,999,喜來登下午茶【十二廚Kitchen2】台北飯店吃到飽
15,2017/06/15,2.0,台北喜來登大飯店-2017年JCB信用卡優惠 12廚下午茶---吃不出新意
15,2017/05/18,999,【台北中正區】12區美料理，將味蕾一網打盡．喜來登大飯店-十二廚自助餐廳
15,2017/03/07,4.0,台北喜來登飯店o十二廚o台北五星飯店下午茶~buffet吃到飽~甜蜜蜜點心~甜點品項超多!
15,2016/09/08,999,喜來登十二廚，帶味蕾走一趟韓國美之旅。9月限定韓國美吃到飽！
15,2016/09/05,999,《善導寺》喜來登十二廚吃到飽韓國美節9月限定!
15,2016/08/23,999,台北喜來登大飯店，十二廚(Kitchen2)自助餐廳Buffet吃到飽！當日壽星免費！我的生日大餐！
15,2016/07/12,999,喜來登大飯店十二廚Kitchen12吃到飽BUFFET新鮮海鮮/各式甜點/現煮麵/日式生魚片/沙拉早餐/午餐/下午茶/晚餐吃到飽喜來登吃到飽/喜來登餐廳
15,2015/04/20,999,厚鉀嘎妹系
15,2014/12/28,999,【台北中正】喜來登sheraton12廚-超值新鮮澎派buffet包肥吃到飽！
15,2014/09/09,999,菜色真是大失所望，唉！
15,2014/06/16,999,其實那不是鱈場蟹噢⋯很多人都被誤導囉
15,2014/06/13,999,推薦現切牛肉，加一點點海鹽、不加醬，細細品味很好吃～
15,2014/06/03,999,【台北中正】:喜來登十二廚自助餐廳。母親節大餐，久違的大飯店自助餐buffet吃到飽，甜點平均現較優
15,2014/01/23,999,SheratonGrande喜來登大飯店．Kitchen12十二廚有一定的精緻度
15,2014/01/15,999,台北喜來登大飯店 十二廚 kitchen12
15,2013/12/24,999,台北喜來登大飯店-十二廚午餐
15,2013/09/21,999,與高中同學相聚飯店Buffet~喜來登大飯店十二廚
15,2013/05/19,999,喜來登十二廚 星馬美節 5/17-6/2
15,2012/12/04,999,喜來登飯店 十二廚
15,2012/04/07,999,喜來登12廚下午茶
15,2012/04/01,999,喜來登十二廚下午茶...CP值剛剛好，不多也不少
15,2010/10/02,999,[] 台北 喜來登 十二廚自助餐
15,2009/02/12,999,喜來登飯店-12廚下午茶
