title,username,date,star,reviews
93番茄牛肉麵,Wisely的拍拍照寫寫字愛食記部落客(1968篇食記),2020/06/30,999,台北中正。93蕃茄牛肉麵︱青島東路立法院人氣美餐廳，酥炸排骨和木須炒麵也好吃～捷運善導寺站美 x 立法院美 x 青島東路美 x 台北牛肉麵 x 台北美
93番茄牛肉麵,張小玉紫級會員(358則評論),2020/03/24,4.0,酥炸嫩口排骨（現點現炸），份量十足蕃茄麵（湯頭偏甜），頗有咬感的刀削麵體，牛肉厚實軟而不爛糊。小菜夠味無需調味。
93番茄牛肉麵,葉癮評饗愛食記部落客(1659篇食記),2017/11/05,999,3番茄牛肉麵。立法院戰場外的平民牛肉麵、炸排骨，吃飽再戰！/小立院/立法院美推薦/台北牛肉麵推薦
青島排骨便當,Nini銀級會員(12則評論),2022/08/19,5.0,真的是肉厚到咬到嘴巴會痠的排骨飯，配菜是三樣青菜很健康
青島排骨便當,省錢王Jet吃喝玩樂趣愛食記部落客(1478篇食記),2018/09/28,4.0,大排長龍老字號便當超人氣魯排骨厚實美味-青島排骨
青島排骨便當,廖羚佑金級會員(91則評論),2017/08/29,4.0,排骨好吃
青島排骨便當,周花花，甲飽沒愛食記部落客(2196篇食記),2017/02/19,999,青島排骨人氣通告便當！排骨大到hold住全場！善導寺美推薦
青島排骨便當,林世豪(1則評論),2016/08/01,999,超好吃的！
青島排骨便當,波比看世界愛食記部落客(693篇食記),2015/12/20,999,【台北】：青島排骨♥人氣通告便當
巧之味手工水餃,Nini銀級會員(12則評論),2022/08/19,5.0,真的很好吃，回購多次了，買冷凍的自己回家煮也很讚
巧之味手工水餃,鍾愛銅板美食的貪吃鬼愛食記部落客(845篇食記),2022/08/10,4.5,台北必吃干貝水餃 巧之味水餃 濟南店
巧之味手工水餃,阿球出任務愛食記部落客(105篇食記),2022/06/03,999,巧之味手工水餃，超強干貝水餃(菜單)
巧之味手工水餃,小太陽美食口袋名單紫級會員(113則評論),2021/10/13,5.0,#餃子食堂🥟#巧之味手工水餃 用餐時間一定大爆滿的巧之味，主打水餃，口味有三種可選擇。#干貝水餃 外皮綠色，是加入海藻皮，主打健康海鮮味，裡頭還看得到一顆小干貝，一入口，海味撲鼻而來，是到訪必嚐鮮聖品。#招牌水餃 以韭黃及豬肉為基底，皮薄，餡不多，但入口爽口。#韭菜水餃 沒有韭菜的嗆味，多得是和皮一起入口後的彈牙感，和招牌能各點一半，多重受。#酸辣湯 百搭餃子的湯品，酸度剛剛好，配料豐富，十推薦的湯品。#巧之味手工水餃 #地址：100台北市中正區濟南路二段6號#電話：02 2321 4693營業時間：11:00-21:00，週日公休#臺北 #臺北美食 #taipei #taipeifood #水餃 #餃子 #dumplings #跟著小太陽去旅行 @howsayhow @susu_wonder @walkerland_kadokawa #yummyday_tw #fooder_tw#台灣 #台灣美食 #taiwan #taiwanfood
巧之味手工水餃,趁早出門吃飽飽愛食記部落客(76篇食記),2022/06/03,4.0,巧之味手工水餃，干貝超大顆，總統宵夜餐，齊東街美推薦
巧之味手工水餃,Nash，神之領域愛食記部落客(3048篇食記),2022/06/02,999,巧之味手工水餃，更令人驚喜的是仙草蜜
巧之味手工水餃,跟著Donna一起吃喝玩樂愛食記部落客(659篇食記),2022/04/25,999,巧之味手工水餃｜超人氣排隊水餃專賣店！來這必點使用綠藻水餃皮包製的干貝水餃
巧之味手工水餃,布雷克的世界愛食記部落客(717篇食記),2022/01/23,999,巧之味手工水餃｜台北最好吃水餃排行榜常客但老饕私藏必點竟然是仙草蜜
巧之味手工水餃,寒武紀愛食記部落客(1258篇食記),2021/10/09,999,【巧之味手工水餃 濟南店】捷運善導寺站｜超人氣手工水餃店．台北排隊美．超夯冷凍水餃外賣．台北水餃推薦～中肯‧！
巧之味手工水餃,女子的休假計劃愛食記部落客(900篇食記),2021/08/07,5.0,台北超人氣第一名必吃水餃名店，必點上一盤綠色水餃
巧之味手工水餃,棉花糖布丁愛食記部落客(364篇食記),2021/06/17,999,人氣冷凍宅配水餃店~巧之味手工水餃~台北捷運美.近忠孝新生站.善導寺站
巧之味手工水餃,Tina's愛食記部落客(28篇食記),2021/02/01,5.0,巧之味手工水餃｜小菜種類超級多＆人氣爆棚的特色手工水餃
巧之味手工水餃,跟著羽諾吃喝玩樂去～愛食記部落客(1315篇食記),2020/12/04,999,網友大讚「台北最好吃的第一名水餃」總統御用滿滿海味餃子水餃｜巧之味手工水餃
巧之味手工水餃,大海愛上藍天愛食記部落客(331篇食記),2020/12/02,4.5,巧之味手工水餃濟南店.善導寺站銅板美.必點綠藻皮干貝水餃.好吃又便宜水餃店
巧之味手工水餃,好景點愛食記部落客(23篇食記),2020/11/22,4.5,善導寺捷運站美「巧之味手工水餃」綠藻餃皮干貝水餃
巧之味手工水餃,小女張氏愛食記部落客(142篇食記),2020/11/18,5.0,巧之味水餃【台北中正】人人口中系列已N訪巧之味驚豔口腔的好味道@小女張氏
巧之味手工水餃,只要美食無論黑不黑暗金級會員(64則評論),2020/09/20,5.0,目前吃過最好吃的水餃店
巧之味手工水餃,安娜的食食刻刻愛食記部落客(21篇食記),2020/09/17,4.5,巧之味手工水餃台北人氣水餃專賣新鮮好吃！綠藻干貝水餃好特別
巧之味手工水餃,Alina 愛琳娜愛食記部落客(651篇食記),2020/08/25,999,巧之味手工水餃｜好吃的干貝水餃有綠藻皮
巧之味手工水餃,勺勺吃喝玩樂愛食記部落客(158篇食記),2020/06/05,4.5,巧之味手工水餃 立法院附近美干貝綠藻皮水餃台北第一名水餃
巧之味手工水餃,海綿飽飽愛食記部落客(567篇食記),2020/05/30,999,台北第一名水餃『巧之味手工水餃(濟南店)』充滿海味的干貝海藻水餃，冷凍水餃，菜單價位(捷運善導寺站)
巧之味手工水餃,SHINYBAN's Life愛食記部落客(579篇食記),2020/04/11,4.5,巧之味手工水餃｜人氣水餃名店綠藻皮包裹鮮香小干貝｜濟南路、台北商業大學、善導寺站、忠孝新生站
巧之味手工水餃,Kao空食客愛食記部落客(743篇食記),2019/09/23,4.0,巧之味手工水餃-超高人氣的干貝水餃祖母綠般的耀眼@台北善導寺 
巧之味手工水餃,呂建宏銀級會員(14則評論),2019/07/06,5.0,干貝水餃非常好吃！
巧之味手工水餃,魚樂分享誌•小魚愛食記部落客(925篇食記),2019/05/13,999,巧之味手工水餃│綠綠干貝水餃超特別
巧之味手工水餃,葉癮評饗愛食記部落客(1659篇食記),2019/03/08,999,巧之味手工水餃│譽為台北第一水餃，干貝水餃確實美味！台北好吃水餃、善導寺美
巧之味手工水餃,毛毛LadyMoko愛食記部落客(757篇食記),2018/12/05,999,"菠菜綠干貝水餃&菜香滿滿韭菜水餃,巧之味手工水餃,善導寺銅板美"
巧之味手工水餃,斑比Banbi愛食記部落客(1574篇食記),2018/11/07,999,台北巧之味手工水餃干貝綠藻皮水餃鮮甜好吃/善導寺.忠孝新生平價美
巧之味手工水餃,周花花，甲飽沒愛食記部落客(2196篇食記),2018/08/08,999,巧之味手工水餃總統御用水餃！干貝綠藻皮真的太好吃，五顆星推薦
巧之味手工水餃,大餐小食愛食記部落客(551篇食記),2018/07/19,999,台北水餃名店巧之味招牌手工干貝水餃有特色善導寺站美推薦
巧之味手工水餃,省錢王Jet吃喝玩樂趣愛食記部落客(1478篇食記),2018/06/21,5.0,料好實在天天大排長龍便宜好吃干貝水餃-巧之味水餃
巧之味手工水餃,平心而論愛食記部落客(19篇食記),2018/06/19,4.5,巧之味手工水餃～名不虛傳的水餃名店
巧之味手工水餃,魯智深與二鍋頭愛食記部落客(935篇食記),2018/04/06,999,巧之味手工水餃.個頭飽滿、餡料實在
巧之味手工水餃,AJ愛食記部落客(936篇食記),2018/01/25,999,巧之味手工水餃干貝口味讓人驚豔韭菜口味也好吃近捷運善導寺與忠孝新生站
巧之味手工水餃,Wen Yi Liu銀級會員(28則評論),2017/12/18,4.0,美味
巧之味手工水餃,布咕布咕美食小天地愛食記部落客(2365篇食記),2017/11/30,999,巧之味手工水餃-每到用餐時間爆多人潮的名店
巧之味手工水餃,謝愛雯銀級會員(20則評論),2017/03/12,4.0,愛干貝和玉米水餃料多又夠味但肥肉很大塊比例又多感覺不只3比7吃起來有點怕怕的
巧之味手工水餃,花花(5則評論),2016/10/11,4.5,蠻好吃的，喜歡水餃的可以試試。
巧之味手工水餃,Maruko與美食有個約會愛食記部落客(1402篇食記),2016/08/26,999,巧之味手工水餃綠綠的干貝水餃絕對美味。外帶生水餃超人氣手工水餃專賣店。台北中正區/中式麵
巧之味手工水餃,小狐尼·NiNiGaGa愛食記部落客(214篇食記),2016/08/06,999,巧之味水餃。台北四大餃之一。干貝水餃好厲害。
巧之味手工水餃,愛吃鬼芸芸愛食記部落客(3347篇食記),2016/01/16,999,巧之味手工水餃，搬家後還是一樣好吃！
巧之味手工水餃,咪爺環遊世界吃美食愛漂亮愛食記部落客(311篇食記),2015/04/09,999,巧之味手工水餃-捷運必吃美：板南線善導寺捷運站x回頭率百百超人氣手工水餃(北商附近)
巧之味手工水餃,老K愛食記部落客(1479篇食記),2013/04/23,999,用干貝包水餃-巧之味手工水餃@善導寺站@台大宿舍
華山-合掌村,Nini銀級會員(12則評論),2022/08/19,4.0,很難預約，直接用電話先訂好再去拿，但這價格感覺偏高，吃爭鮮好像CP值比較高
華山-合掌村,廢物皮的美食日記愛食記部落客(369篇食記),2022/06/05,999,華山必吃排隊美|有屋台氣氛的【合掌村】親民價格 善導寺日本料理
華山-合掌村,mina(5則評論),2022/03/11,5.0,本人很喜歡吃生魚片所以看到這家感覺很正宗就決定和朋友去吃吃看 雖然是市場但環境也不差 擺盤技巧很精緻很好看 主要還好吃 很推
華山-合掌村,大手牽小手愛食記部落客(1579篇食記),2022/01/07,999,在市場裡的日本料理名店，讓海鮮控暴衝的精緻生魚丼飯握壽司
華山-合掌村,張小玉紫級會員(358則評論),2021/12/17,5.0,新鮮、美味、好吃到要升天了～比目魚油脂充足，鮭魚則是嫩口。每貫雖不大，但入口的滿足感就是「滿滿」～～值得一試啦！
華山-合掌村,Ca Siu(2則評論),2021/04/15,4.0,裏面雖然有座位，但要先到門口排隊等候，排隊平均15～20鐘，料理蠻精緻的，味道也還不錯！蠻推薦的，CP值算高
華山-合掌村,Kc Chan(1則評論),2020/11/12,5.0,good
華山-合掌村,娜姐 Foodelicious愛食記部落客(419篇食記),2020/10/09,999,Taipei Sushi 》台北華山合掌村壽司店依舊人潮不斷
華山-合掌村,鍾愛銅板美食的貪吃鬼愛食記部落客(845篇食記),2020/08/14,4.5,華山市場排隊美合掌村　超華麗的握壽司
華山-合掌村,@Tiffoodany愛食記部落客(113篇食記),2020/02/05,5.0,捷運善導寺站｜華山市場推薦人氣日本料理｜合掌村
華山-合掌村,厚呷米呀愛食記部落客(55篇食記),2019/09/06,4.0,華山-合掌村壽司shirakawago 隱身市場不用立吞的握壽司/頂級十二貫必點/季節烤魚下巴必點/高CP值質感日料精選/文末另藏華山市場其他推薦近捷運藍線善導寺站5號出口
華山-合掌村,Nancy將的生活筆計本愛食記部落客(1451篇食記),2018/12/20,999,"華山市場-合掌村,隱身在華山市場一樓內的美味日本料理,握壽司,丼飯,無法訂位~"
華山-合掌村,Yiying Lin(6則評論),2018/07/23,4.5,合掌村二訪。國民海鮮丼。如果月底略窮又嘴巴癢想吃生魚片丼，國民海鮮丼是最佳選擇，相對於小確幸丼，國民海鮮丼少了蝦，魚的種類也略有不同，但是還是不損魚片的美味。笨舌頭推薦可點國民丼即可。
華山-合掌村,省錢王Jet吃喝玩樂趣愛食記部落客(1478篇食記),2018/06/05,5.0,鮭魚好吃到爆表，常常撲空的排隊小攤-合掌村
華山-合掌村,愛小莎愛食記部落客(661篇食記),2018/05/24,999,華山-合掌村。隱身市場裡的平價日本料理～必吃頂級十二貫握壽司、丼飯也不錯！(捷運善導寺站５號出口)
華山-合掌村,小可愛阿貴愛食記部落客(1766篇食記),2018/03/29,999,台北華山市場：華山-合掌村，必吃頂級十二貫握壽司～生魚片丼飯也好吃！尚玩家推薦（捷運善導寺站美）
華山-合掌村,fly to eat愛食記部落客(459篇食記),2018/02/12,4.5,合掌村✿華山市場的排隊頂級日式料理!推薦頂級12貫~超華麗擺盤配上厲害材!無敵!!
華山-合掌村,路西達走透透旅行手札愛食記部落客(413篇食記),2017/10/17,999,華山市場裡的合掌村飯前先打卡的美型小清新生魚片丼飯
華山-合掌村,林謙佑(7則評論),2017/10/09,5.0,價格親民食材非常新鮮擺盤很用心可以知道師傅想給客人最好的味噌湯可以續碗喔～
華山-合掌村,Alina 愛琳娜愛食記部落客(651篇食記),2017/09/22,999,台北華山合掌村生魚片握壽司市場內海鮮丼飯炙燒比目魚味美
華山-合掌村,心心❤愛食記部落客(502篇食記),2017/09/21,999,合掌村*隱身市場內料好實在的握壽司日本料理生魚片丼飯海鮮丼飯善導寺
華山-合掌村,王獅子愛食記部落客(891篇食記),2017/09/14,999,台北/華山市場–市場內的質感握壽司丼飯日本料理–合掌村
初面,Nini銀級會員(12則評論),2022/08/19,5.0,可以選刀削麵整個加，炸雞超好吃😆
初面,陳楓的吃喝生活筆記愛食記部落客(109篇食記),2021/11/29,999,初面。招牌番茄湯與特色蝦湯。彈牙刀削麵。隱藏版必點炸雞。台北車站美
初面,Cora 珂菈到處吃(8則評論),2021/01/10,5.0,北車｜初面-蕃茄牛肉麵輕甜美味，爆炒蝦湯鮮味十足
初面,蔡阿連愛食記部落客(258篇食記),2020/09/30,4.5,初面 True Man。除了用心熬煮的蕃茄牛肉麵外，還有雞湯蘿蔔和爆炒蝦湯口味可以選擇喔x台北車站牛肉麵推薦
初面,美食寶愛食記部落客(307篇食記),2020/09/17,5.0,初面-台北車站牛肉麵推薦/台北車站美推薦/中正區美/台北番茄牛肉麵/信陽街美推薦
初面,Wing Tsay愛食記部落客(204篇食記),2020/09/16,5.0,台北車站牛肉麵初面／吃一碗好麵／爆炒蝦湯／限量金鑽牛滷飯／咖哩脆雞飯／台北車站美推薦。
初面,專業噗嚨共MISO吃走愛食記部落客(505篇食記),2020/09/02,5.0,初面 TRUE MAN  台北牛肉麵推薦！近台北車站！推薦白湯脆雞拉麵，麵條Q彈吸飽濃郁湯汁！脆雞外酥內嫩！
晉江茶堂,布雷克的世界愛食記部落客(717篇食記),2022/08/19,999,晉江茶堂｜來古亭站古厝吃平價客家菜大推超好吃的油雞跟板條
晉江茶堂,鍾愛銅板美食的貪吃鬼愛食記部落客(845篇食記),2022/05/06,2.0,這一家客家菜真的不大行 晉江茶堂 
晉江茶堂,Liubr紫級會員(626則評論),2019/12/27,4.0,典型的客家料理，現代人講究吃的健康，很多餐館為了迎合濃重風味=濃、醇、香、美味的迷思=太多的化工調味劑，店裡的菜色、口味不至於令人驚艶，但至少吃得安心。
晉江茶堂,Nami Chen(1則評論),2016/08/04,999,很低調的平房，大姐們隨性自在的招呼方式會有進到人家家裡吃飯的錯覺。上菜非常有效率，激推指定套餐可以吃到飽的豬油拌飯&芙蓉豆腐，豆腐一入口的綿密滑嫩差點誤以為吃的是豆花？！最後送上的仙草、麻糬、擂茶也是一絕啊，尤其每天衝破6度高溫的天氣，那仙草順口又消暑～
晉江茶堂,卡爾茗 Carlming愛食記部落客(451篇食記),2022/02/15,5.0,巷弄間隱藏特色懷舊客家料理，誰能想像古亭站旁有間木製平房內賣著道地又好吃的客家菜呢｜晉江茶堂
晉江茶堂,Christine Chang愛食記部落客(102篇食記),2020/09/07,4.5,隱藏巷弄的老厝古屋客家料理晉江茶堂風味餐廳高CP值的客家合菜古亭捷運站平價好吃美推薦
晉江茶堂,Kao空食客愛食記部落客(743篇食記),2019/10/03,3.5,晉江堂- 老房子飄著客家風味 梅干扣肉 冷泉油雞 @台北古亭 
晉江茶堂,周花花，甲飽沒愛食記部落客(2196篇食記),2019/09/05,999,晉江茶堂平價好吃客家菜！划算合菜附擂茶麻糬、豬油拌飯吃到飽
晉江茶堂,Maruko與美食有個約會愛食記部落客(1402篇食記),2017/03/17,999,晉江茶堂｜百年古厝裡的傳統客家菜有家鄉老奶奶的味道
晉江茶堂,老K愛食記部落客(1479篇食記),2014/05/15,999,新竹北埔來的客家菜還有擂茶哦-晉江堂@捷運古亭站@羅斯福路
晉江茶堂,小孤牛愛食記部落客(677篇食記),2012/08/29,999,晉江茶堂
晉江茶堂,夢與幻的地圖愛食記部落客(1720篇食記),2012/08/08,999,台北  晉江茶堂 
晉江茶堂,大餐小食愛食記部落客(551篇食記),2012/07/28,999,客家菜‧晉江茶堂-台北/古亭
晉江茶堂,愛吃鬼芸芸愛食記部落客(3347篇食記),2008/09/21,999,晉江茶堂歡送蕙芸姊
首爾之家,三高Sir愛食記部落客(1037篇食記),2022/08/18,4.0,台北－首爾之家
首爾之家,Spiderman(1則評論),2020/11/13,2.0,點了一個豬肉鍋，裡面大部都是豆腐，肉只有少少的幾片；如果沒有四樣泡菜真不知道要吃什麼，泡菜變成主要食物真是可笑，再加上服務費，CP值真的很低
首爾之家,Ivy Tzeng金級會員(67則評論),2019/03/17,5.0,不曉得是肉質好還是服務生烤的好肥肉的部非常好入口老闆娘&老闆都是韓國人應該是滿道地的
首爾之家,歐麥。吃貨人生愛食記部落客(11篇食記),2018/01/03,999,中正區︱公館首爾之家道地韓式料理一吃就愛上
首爾之家,Cheng Chen銀級會員(36則評論),2017/09/28,4.5,泡菜鍋海鮮煎餅都好好吃
首爾之家,Sherry Hsiao金級會員(70則評論),2017/07/17,999,家庭風格 ，豬五花和海鮮煎餅好吃 ，小菜可續 ，10%服務費 ，兩個女生吃飽飽
首爾之家,Athena娜娜🍦🍭🌸愛食記部落客(354篇食記),2016/08/16,999,台北▌公館韓式餐廳推薦首爾之家서울집黑豬五花肉調味牛小排都推薦
首爾之家,小綿羊の樂活日誌愛食記部落客(306篇食記),2016/03/07,999,【】台北公館首爾之家。小菜好好吃，而且可以無限續加喔~~~@小綿羊の樂活日誌
首爾之家,莉莉嗯愛食記部落客(188篇食記),2016/03/02,999,公館韓式|台大便宜韓國料理首爾之家小菜吃到飽
首爾之家,站在這裡愛食記部落客(75篇食記),2016/01/06,999,"首爾之家, 公館商圈道地韓式美味"
首爾之家,路西達走透透旅行手札愛食記部落客(413篇食記),2016/01/04,999,公館首爾之家道地的韓式烤五花肉專業韓妞代烤
首爾之家,Wisely的拍拍照寫寫字愛食記部落客(1968篇食記),2015/10/22,999,台大公館＠首爾之家～黑豬肉烤肉&海鮮煎餅，捷運公館站美
小隱茶庵,Mika Cheng愛食記部落客(539篇食記),2022/08/18,999,【台北】 小隱茶庵 東門店｜捷運東門站  讓生活慢下來  城市裡日式復古 靜謐典雅的喫茶空間。
小隱茶庵,丸の良食｜neru.foodie愛食記部落客(580篇食記),2022/03/11,4.5,小隱茶庵｜東門靜謐用餐時光推薦
小隱茶庵,斑比Banbi愛食記部落客(1574篇食記),2020/05/28,999,台北東門：小隱茶庵，城中秘境茶館預約午茶解離煩囂，不喝咖啡的選擇
小隱茶庵,Shelly愛食記部落客(12篇食記),2020/04/09,4.5,小隱茶庵，最多網紅打卡茶館，受午茶最幽靜的好地方 – C'est Shelly
小隱茶庵,男子的日常生活愛食記部落客(482篇食記),2020/03/08,999,有麵餃陪伴的街角茶店｜台北小隱茶庵–MENS30SLIFE
小隱茶庵,浿淇朵:)愛食記部落客(79篇食記),2020/03/07,5.0,復古美學茶館/小隱茶庵/，陽台茶席一期一會，來場視、聽、嗅、味覺兼具的午茶約會。台北/東門站。
小隱茶庵,蘋果小姐🍎www.msringo.com愛食記部落客(21篇食記),2020/03/04,4.0,台北｜小隱茶庵・巷弄內預約制暫離塵囂的文青茶館
小隱茶庵,Jennies自在生活愛食記部落客(1047篇食記),2020/02/10,999,無由持一皿．寄與愛茶人｜ 小隱茶庵 沉澱心靈預約制茶屋
隱家拉麵 公館店,Keaton 十六愛食記部落客(35篇食記),2022/08/18,4.5,隱家拉麵公館店 @ 公館，用餐環境舒適、客製程度高且高CP值的拉麵店
uPoke 夏威夷生魚飯 水源門市,趁早出門吃飽飽愛食記部落客(76篇食記),2022/08/18,999,uPoke，夏威夷生魚飯，公館美推薦
uPoke 夏威夷生魚飯 水源門市,女子的休假計劃愛食記部落客(900篇食記),2022/07/19,5.0,台北：內用蕎麥麵、藜麥飯吃到飽，黑豆茶喝到飽
uPoke 夏威夷生魚飯 水源門市,郭嵐菁(1則評論),2022/04/24,4.5,這間是我很喜歡吃的一間店 我還介紹同事去吃 、喜歡是喜歡 但是 店員素質不夠好 …. 今天去買的很不舒服 因為莎拉醬汁 我跟小姐反應 她說 ：我們的量是固定的 我又跟他說 我說我常來但是今天的真的有點少 …她就回要不你可以再➕一份莎拉 醬 20元  我本來想說 算了 就這樣吧 但是走到一半 又覺得 味道不夠怎麼吃呀….於是我就又回頭回去跟他反應然後再請他幫我加沙拉我補$20這一次幫我加了很多…我就又有反應了你加這麼多我怎麼吃你剛剛已經加了我是因為覺得不夠才回來但是你要給我加那麼多 味道不是太重了嗎…小姐回我說：我們的量都是算好的  ….. 各位客倌們菜煮太淡 可以再調一下味道但是可以Double量調味嗎？ 你說我那盒飯吃的開心嗎…….
uPoke 夏威夷生魚飯 水源門市,林欣晴愛食記部落客(93篇食記),2022/07/05,4.5,uPoke夏威夷生魚飯｜台北公館美推薦。客製化健康餐內用蕎麥麵、蕎麥飯吃到飽！(菜單menu價錢)
uPoke 夏威夷生魚飯 水源門市,布雷克的世界愛食記部落客(717篇食記),2022/03/14,999,uPoke 夏威夷生魚飯｜比健康便當還好吃的夏威夷生魚飯內用竟然還有蕎麥麵與藜麥飯吃到飽
uPoke 夏威夷生魚飯 水源門市,小可愛阿貴愛食記部落客(1766篇食記),2022/03/14,999,uPoke夏威夷生魚飯水源門市，台北Poke推薦
uPoke 夏威夷生魚飯 水源門市,翹臀吃四方愛食記部落客(108篇食記),2022/03/12,5.0,uPoke 夏威夷生魚飯，台大公館美推薦
uPoke 夏威夷生魚飯 水源門市,周花花，甲飽沒愛食記部落客(2196篇食記),2022/03/06,999,uPoke夏威夷生魚飯水源門市蕎麥麵藜麥飯吃到飽！想吃什麼自由組搭
uPoke 夏威夷生魚飯 水源門市,Stancy Tsai愛食記部落客(418篇食記),2022/03/06,999,公館美推薦｜uPoke 夏威夷生魚飯｜偏者有福想吃什麼自己選，百元客製化精品沙拉
uPoke 夏威夷生魚飯 水源門市,水晶安蹄愛食記部落客(2146篇食記),2022/03/05,999,【台北】公館美｜uPoke 夏威夷生魚飯水源店，鮪蝦迷卵雞添，健康美味超有梗夏威夷拌飯推薦
劉媽媽飯糰,女子的休假計劃愛食記部落客(900篇食記),2022/08/17,4.5,台北：多達20種以上古亭飯糰
