title,date,tel,address,star,link
東石小館,2022-08-18 01:29:23,0223626966,台北市中正區汀州路三段168號,4.6,https://ifoodie.tw/restaurant/61d264b4873d7920225597f1-%E6%9D%B1%E7%9F%B3%E5%B0%8F%E9%A4%A8
華國早餐店,2022-08-18 01:29:27,0223222685,臺北市中正區青島東路23號,4.4,https://ifoodie.tw/restaurant/62f38fb4873d7915b9eb40ba-%E8%8F%AF%E5%9C%8B%E6%97%A9%E9%A4%90%E5%BA%97
維都 公館店,2022-08-18 01:29:30,0223650400,臺北市中正區羅斯福路三段244巷13號,4.7,https://ifoodie.tw/restaurant/62c109e88282877424813e4e-%E7%B6%AD%E9%83%BD-%E5%85%AC%E9%A4%A8%E5%BA%97
古北饕,2022-08-18 01:29:33,0223652030,臺北市中正區金門街1之6號,4.2,https://ifoodie.tw/restaurant/5b7a60f8f52468793f552f84-%E5%8F%A4%E5%8C%97%E9%A5%95
午冬甜點工作室,2022-08-18 01:29:36,0223820515,臺北市大安區樂利路33號,4.7,https://ifoodie.tw/restaurant/5c7a8057f524685bb9126e66-%E5%8D%88%E5%86%AC%E7%94%9C%E9%BB%9E%E5%B7%A5%E4%BD%9C%E5%AE%A4
巧之味手工水餃,2022-08-18 01:29:42,0223214693,臺北市中正區濟南路二段6號,4.5,https://ifoodie.tw/restaurant/559d1509c03a103ee86c3b87-%E5%B7%A7%E4%B9%8B%E5%91%B3%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83
酷覓星-誠品站前店 世界美食評鑑伴手禮,2022-08-18 01:29:45,0905561448, No. 49號忠孝西路一段中正區臺北市臺灣 100b1,999,https://ifoodie.tw/restaurant/62f38433781cc02281fc19c1-%E9%85%B7%E8%A6%93%E6%98%9F-%E8%AA%A0%E5%93%81%E7%AB%99%E5%89%8D%E5%BA%97-%E4%B8%96%E7%95%8C%E7%BE%8E%E9%A3%9F%E8%A9%95%E9%91%91%E4%BC%B4%E6%89%8B%E7%A6%AE
振頤軒 忠孝新生門市,2022-08-18 01:29:49,0233225818,臺北市中正區忠孝東路二段102號,4.1,https://ifoodie.tw/restaurant/5b2be9bf2756dd0e7cb646c3-%E6%8C%AF%E9%A0%A4%E8%BB%92-%E5%BF%A0%E5%AD%9D%E6%96%B0%E7%94%9F%E9%96%80%E5%B8%82
廣州餐廳,2022-08-18 01:29:53,0223055039,臺北市中正區中華路二段427號,4.2,https://ifoodie.tw/restaurant/62a327d9baf6d342301c7f50-%E5%BB%A3%E5%B7%9E%E9%A4%90%E5%BB%B3
肥前屋,2022-08-18 01:29:56,0225617859,中山北路一段121巷13-2號,3.8,https://ifoodie.tw/restaurant/559d2d2dc03a103ee86c4af5-%E8%82%A5%E5%89%8D%E5%B1%8B
南機場汕頭乾麵,2022-08-18 01:29:59,0916543168,臺北市中正區中華路二段307巷15號,4.1,https://ifoodie.tw/restaurant/55a4bb0fc03a1002ad8adb75-%E5%8D%97%E6%A9%9F%E5%A0%B4%E6%B1%95%E9%A0%AD%E4%B9%BE%E9%BA%B5
Dicos德克士脆皮炸雞 台北重慶南店,2022-08-18 01:30:01,0223116368,臺北市中正區重慶南路一段100號,4.0,https://ifoodie.tw/restaurant/62f10f397cc7fc49b6eb4fcc-Dicos%E5%BE%B7%E5%85%8B%E5%A3%AB%E8%84%86%E7%9A%AE%E7%82%B8%E9%9B%9E-%E5%8F%B0%E5%8C%97%E9%87%8D%E6%85%B6%E5%8D%97%E5%BA%97
饗聚廚房 台北花園大酒店,2022-08-18 01:30:05,0223146611,臺北市中正區中華路二段1號1樓,3.5,https://ifoodie.tw/restaurant/60768fedcd99572ecca50a80-%E9%A5%97%E8%81%9A%E5%BB%9A%E6%88%BF-%E5%8F%B0%E5%8C%97%E8%8A%B1%E5%9C%92%E5%A4%A7%E9%85%92%E5%BA%97
無名鹹粥,2022-08-18 01:30:07,0937521095,臺北市中正區汀州路一段90號,4.0,https://ifoodie.tw/restaurant/559da0f7c03a103ee86c9281-%E7%84%A1%E5%90%8D%E9%B9%B9%E7%B2%A5
Vice Versa Wineshop & Kitchen,2022-08-18 01:30:17,0223660078,臺北市中正區廈門街94號,4.1,https://ifoodie.tw/restaurant/6080e21c781cc00c2d10b7de-Vice-Versa-Wineshop-
鴉片粉圓,2022-08-18 01:30:20,0223693959,臺北市中正區羅斯福路四段52巷16弄4號,4.0,https://ifoodie.tw/restaurant/59ef803d2756dd291ac66147-%E9%B4%89%E7%89%87%E7%B2%89%E5%9C%93
雙月食品社 濟南店,2022-08-18 01:30:23,0233938952,臺北市中正區濟南路一段7號1樓,4.8,https://ifoodie.tw/restaurant/5ec1f71e22613912d02802af-%E9%9B%99%E6%9C%88%E9%A3%9F%E5%93%81%E7%A4%BE-%E6%BF%9F%E5%8D%97%E5%BA%97
欣葉日本料理自助餐聽,2022-08-18 01:30:26,0223713311,臺北市中正區館前路12號6樓,4.4,https://ifoodie.tw/restaurant/559de1b6c03a103ee86cb9d5-%E6%AC%A3%E8%91%89%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%E8%87%AA%E5%8A%A9%E9%A4%90%E8%81%BD
Petit France 小法國餐館,2022-08-18 01:30:29,0233223955,臺北市中正區青島東路21之4號善導寺捷運站,4.7,https://ifoodie.tw/restaurant/5e1342712756dd0e3c6eb051-Petit-France-%E5%B0%8F%E6%B3%95%E5%9C%8B%E9%A4%90%E9%A4%A8
阜杭豆漿,2022-08-18 01:30:32,0223922175,臺北市中正區忠孝東路一段108號2樓,3.9,https://ifoodie.tw/restaurant/559dbd8ec03a103ee86ca34f-%E9%98%9C%E6%9D%AD%E8%B1%86%E6%BC%BF
東一排骨總店,2022-08-18 01:30:35,0223811487,臺北市中正區延平南路61號2樓,4.3,https://ifoodie.tw/restaurant/559d4e54c03a103ee86c60d6-%E6%9D%B1%E4%B8%80%E6%8E%92%E9%AA%A8%E7%B8%BD%E5%BA%97
公館阿姨滷味,2022-08-18 01:30:38,0937067290,臺北市中正區羅斯福路三段286巷12號,4.7,https://ifoodie.tw/restaurant/6109feb2baf6d378ecff544b-%E5%85%AC%E9%A4%A8%E9%98%BF%E5%A7%A8%E6%BB%B7%E5%91%B3
山內雞肉,2022-08-18 01:30:41,0223050100,臺北市中正區中華路二段307巷20之3號,4.0,https://ifoodie.tw/restaurant/56decdad2756dd53853d469c-%E5%B1%B1%E5%85%A7%E9%9B%9E%E8%82%89
藍象廷 台北站前店,2022-08-18 01:30:45,0223110809,台北市中正區忠孝西路一段66號號B1,4.8,https://ifoodie.tw/restaurant/626abdf5baf6d35b2fb13ec6-%E8%97%8D%E8%B1%A1%E5%BB%B7-%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97
肉多多火鍋 台北重慶南店,2022-08-18 01:30:48,0223613539,臺北市中正區重慶南路一段58號3樓,4.6,https://ifoodie.tw/restaurant/5cd23c0e23679c4fd3429cee-%E8%82%89%E5%A4%9A%E5%A4%9A%E7%81%AB%E9%8D%8B-%E5%8F%B0%E5%8C%97%E9%87%8D%E6%85%B6%E5%8D%97%E5%BA%97
和牛涮樂日式涮涮鍋 公館店,2022-08-18 01:30:51,0223620330,臺北市中正區汀州路三段92號,4.6,https://ifoodie.tw/restaurant/5fe16052226139731a906b91-%E5%92%8C%E7%89%9B%E6%B6%AE%E6%A8%82%E6%97%A5%E5%BC%8F%E6%B6%AE%E6%B6%AE%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
早澤,2022-08-18 01:30:54,0223918938,臺北市中正區齊東街68號,4.1,https://ifoodie.tw/restaurant/586e0856699b6e2c5c6a9eb5-%E6%97%A9%E6%BE%A4
公館活蝦,2022-08-18 01:30:57,0223650020,台北市中正區汀洲路三段210號,4.5,https://ifoodie.tw/restaurant/61a44ad6cd99573c98fa318f-%E5%85%AC%E9%A4%A8%E6%B4%BB%E8%9D%A6
山海樓,2022-08-18 01:31:00,0223513345,臺北市中正區仁愛路二段94號,4.1,https://ifoodie.tw/restaurant/5ca376c923679c1528e2559e-%E5%B1%B1%E6%B5%B7%E6%A8%93
池先生 Kopitiam 公館店,2022-08-18 01:31:04,0223676989,臺北市中正區羅斯福路三段284巷10號,4.3,https://ifoodie.tw/restaurant/59dbbacd2756dd1e89198c9f-%E6%B1%A0%E5%85%88%E7%94%9F-Kopitiam-%E5%85%AC%E9%A4%A8%E5%BA%97
上村牧場 微風北車店,2022-08-18 01:31:07,0223115592,臺北市中正區北平西路3號2樓,3.8,https://ifoodie.tw/restaurant/5fb26cce8c906d7b09b87ba4-%E4%B8%8A%E6%9D%91%E7%89%A7%E5%A0%B4-%E5%BE%AE%E9%A2%A8%E5%8C%97%E8%BB%8A%E5%BA%97
93番茄牛肉麵,2022-08-18 01:31:12,0223910367,臺北市中正區青島東路3之2號,4.2,https://ifoodie.tw/restaurant/59ff52d22756dd6f04e9d377-93%E7%95%AA%E8%8C%84%E7%89%9B%E8%82%89%E9%BA%B5
鐘予原味當歸鴨 公館店,2022-08-18 01:31:14,0223679010,臺北市中正區汀州路三段81號,4.4,https://ifoodie.tw/restaurant/61dd2292baf6d30524a2ac37-%E9%90%98%E4%BA%88%E5%8E%9F%E5%91%B3%E7%95%B6%E6%AD%B8%E9%B4%A8-%E5%85%AC%E9%A4%A8%E5%BA%97
Burger Yellow,2022-08-18 01:31:18,0223888948,臺北市中正區南陽街38巷2號,4.5,https://ifoodie.tw/restaurant/617d51f8781cc0564f5010d9-Burger-Yellow
大嗑西式餐館,2022-08-18 01:31:22,0223948810,臺北市中正區濟南路二段18之3號,4.6,https://ifoodie.tw/restaurant/559d6308c03a103ee86c6d68-%E5%A4%A7%E5%97%91%E8%A5%BF%E5%BC%8F%E9%A4%90%E9%A4%A8
貳樓餐廳Second Floor Cafe,2022-08-18 01:31:26,0223610861,臺北市中正區北平西路3號,4.1,https://ifoodie.tw/restaurant/559d7050c03a103ee86c76cf-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf
大三元酒樓,2022-08-18 01:31:29,0223817180,臺北市中正區衡陽路46號,4.1,https://ifoodie.tw/restaurant/559d9690c03a103ee86c8d5a-%E5%A4%A7%E4%B8%89%E5%85%83%E9%85%92%E6%A8%93
蘇記餃子館,2022-08-18 01:31:32,0223619366,臺北市中正區延平南路101巷5號,4.0,https://ifoodie.tw/restaurant/559d33b5c03a103ee86c4f99-%E8%98%87%E8%A8%98%E9%A4%83%E5%AD%90%E9%A4%A8
興鐵板燒,2022-08-18 01:31:38,0988803988,臺北市中正區仁愛路二段7號,4.5,https://ifoodie.tw/restaurant/5ffd1732226139325ef371e8-%E8%88%88%E9%90%B5%E6%9D%BF%E7%87%92
劉媽媽飯糰,2022-08-18 01:31:41,0233936915,臺北市中正區杭州南路二段88號,4.3,https://ifoodie.tw/restaurant/559d35c3c03a103ee86c50d6-%E5%8A%89%E5%AA%BD%E5%AA%BD%E9%A3%AF%E7%B3%B0
快樂檸檬Happylemon 公館旗艦店,2022-08-18 01:31:44,0223680618,臺北市中正區羅斯福路四段24巷14號,4.8,https://ifoodie.tw/restaurant/624124faa6272804d57b20c7-%E5%BF%AB%E6%A8%82%E6%AA%B8%E6%AA%ACHappylemon-%E5%85%AC%E9%A4%A8%E6%97%97%E8%89%A6%E5%BA%97
超能量鱸魚湯,2022-08-18 01:31:47,0223074996,臺北市中正區中華路二段309巷44號,5.0,https://ifoodie.tw/restaurant/62db41aaa627280723be6dba-%E8%B6%85%E8%83%BD%E9%87%8F%E9%B1%B8%E9%AD%9A%E6%B9%AF
uPoke 夏威夷生魚飯 水源門市,2022-08-18 01:31:49,0223688756,臺北市中正區思源街16號,4.8,https://ifoodie.tw/restaurant/62256c5fa627280f927b8740-uPoke-%E5%A4%8F%E5%A8%81%E5%A4%B7%E7%94%9F%E9%AD%9A%E9%A3%AF-%E6%B0%B4%E6%BA%90%E9%96%80%E5%B8%82
柳州螺螄粉,2022-08-18 01:31:53,0223412974,臺北市中正區南海路28號,3.9,https://ifoodie.tw/restaurant/62d5b304873d790c01e402ce-%E6%9F%B3%E5%B7%9E%E8%9E%BA%E8%9E%84%E7%B2%89
MKCR 山小孩咖啡,2022-08-18 01:31:55,0223810682,臺北市中正區忠孝西路一段126號,4.2,https://ifoodie.tw/restaurant/5b0069b62756dd43a52f15ee-MKCR-%E5%B1%B1%E5%B0%8F%E5%AD%A9%E5%92%96%E5%95%A1
魅麗海 中庭餐廳 (德立莊店),2022-08-18 01:31:58,0223712877,臺北市中正區秀山街4號,4.0,https://ifoodie.tw/restaurant/5ba47a24f524687dc59c416f-%E9%AD%85%E9%BA%97%E6%B5%B7-%E4%B8%AD%E5%BA%AD%E9%A4%90%E5%BB%B3-(%E5%BE%B7%E7%AB%8B%E8%8E%8A%E5%BA%97)
青島飯團,2022-08-18 01:32:01,0939187867,臺北市中正區青島西路13號,4.3,https://ifoodie.tw/restaurant/55a53054c03a10241de64ff2-%E9%9D%92%E5%B3%B6%E9%A3%AF%E5%9C%98
太陽蕃茄拉麵,2022-08-18 01:32:07,0223617188,臺北市中正區忠孝西路一段38號B1樓,4.2,https://ifoodie.tw/restaurant/559d3c6fc03a103ee86c54d1-%E5%A4%AA%E9%99%BD%E8%95%83%E8%8C%84%E6%8B%89%E9%BA%B5
BAC Cake & Sweets,2022-08-18 01:32:10,0223881420,臺北市中正區忠孝西路一段38號,4.1,https://ifoodie.tw/restaurant/559d3c83c03a103ee86c5505-BAC-Cake-%26-Sweets
文慶雞,2022-08-18 01:32:14,0233222011,臺北市中正區忠孝東路二段33號,4.0,https://ifoodie.tw/restaurant/559de375c03a103ee86cbb3a-%E6%96%87%E6%85%B6%E9%9B%9E
曉迪筒仔米糕,2022-08-18 01:32:17,0935297218,臺北市中正區中華路二段307巷,4.2,https://ifoodie.tw/restaurant/58f3b20b2756dd059715f6ec-%E6%9B%89%E8%BF%AA%E7%AD%92%E4%BB%94%E7%B1%B3%E7%B3%95
壹森泰食堂~師大第一腿(公館店）,2022-08-18 01:32:19,0233653399,臺北市中正區汀州路三段283號,4.5,https://ifoodie.tw/restaurant/62a5adae873d792cec9bc0a1-%E5%A3%B9%E6%A3%AE%E6%B3%B0%E9%A3%9F%E5%A0%82~%E5%B8%AB%E5%A4%A7%E7%AC%AC%E4%B8%80%E8%85%BF(%E5%85%AC%E9%A4%A8%E5%BA%97%EF%BC%89
林家乾麵店,2022-08-18 01:32:22,0223397387,臺北市中正區泉州街11號,4.2,https://ifoodie.tw/restaurant/559db84cc03a103ee86c9f06-%E6%9E%97%E5%AE%B6%E4%B9%BE%E9%BA%B5%E5%BA%97
油条 黃金牛肉粉,2022-08-18 01:32:25,0223937010,臺北市中正區南海路17號,4.0,https://ifoodie.tw/restaurant/5c6a1b33f524681eee331c3f-%E6%B2%B9%E6%9D%A1-%E9%BB%83%E9%87%91%E7%89%9B%E8%82%89%E7%B2%89
三味香,2022-08-18 01:32:27,0223310756,臺北市中正區桃源街19號,3.9,https://ifoodie.tw/restaurant/559db4acc03a103ee86c9db8-%E4%B8%89%E5%91%B3%E9%A6%99
777咖啡,2022-08-18 01:32:31,0225580958,臺北市中正區市民大道100號,4.1,https://ifoodie.tw/restaurant/5c20a7a9f5246825ec6d8dbe-777%E5%92%96%E5%95%A1
COFFEE TO (國家攝影文化中心門市),2022-08-18 01:32:33,0223116100,臺北市中正區忠孝西路一段70號1樓,4.6,https://ifoodie.tw/restaurant/6194be527cc7fc5d00f4a597-COFFEE-TO-(%E5%9C%8B%E5%AE%B6%E6%94%9D%E5%BD%B1%E6%96%87%E5%8C%96%E4%B8%AD%E5%BF%83%E9%96%80
焦糖楓漢方無烟撒粉串燒 同安店,2022-08-18 01:32:36,0966782518,臺北市中正區同安街38號,4.5,https://ifoodie.tw/restaurant/5e3251618c906d5297beb578-%E7%84%A6%E7%B3%96%E6%A5%93%E6%BC%A2%E6%96%B9%E7%84%A1%E7%83%9F%E6%92%92%E7%B2%89%E4%B8%B2%E7%87%92-%E5%90%8C%E5%AE%89%E5%BA%97
ponopono,2022-08-18 01:32:39,0981813188,臺北市中正區和平西路二段85之1號,4.8,https://ifoodie.tw/restaurant/61b74a237cc7fc14993bb45b-ponopono
桃山 Momoyama,2022-08-18 01:32:42,0223211818,臺北市中正區忠孝東路一段12號2樓,4.1,https://ifoodie.tw/restaurant/5cc85a492756dd37839382f5-%E6%A1%83%E5%B1%B1-Momoyama
忠青商行,2022-08-18 01:32:45,0223560008,臺北市中正區青島東路6之1號青島會館二館,4.3,https://ifoodie.tw/restaurant/5e844e4a2261392093b21823-%E5%BF%A0%E9%9D%92%E5%95%86%E8%A1%8C
人性甜點,2022-08-18 01:32:50,0973585319,臺北市中正區羅斯福路三段286巷4弄1號,4.8,https://ifoodie.tw/restaurant/5e7b691f2756dd7a65543cb1-%E4%BA%BA%E6%80%A7%E7%94%9C%E9%BB%9E
請客樓 (喜來登大飯店),2022-08-18 01:32:53,0223211818,臺北市中正區忠孝東路一段12號17樓,4.4,https://ifoodie.tw/restaurant/559d4bc4c03a103ee86c5ebd-%E8%AB%8B%E5%AE%A2%E6%A8%93-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7%E9%A3%AF%E5%BA%97)
東北之家酸菜白肉鍋 青島店,2022-08-18 01:32:56,0233936618,臺北市中正區青島東路5號,4.3,https://ifoodie.tw/restaurant/59ef81312756dd291ac661a3-%E6%9D%B1%E5%8C%97%E4%B9%8B%E5%AE%B6%E9%85%B8%E8%8F%9C%E7%99%BD%E8%82%89%E9%8D%8B-%E9%9D%92%E5%B3%B6%E5%BA%97
東雛菊-風味鍋物,2022-08-18 01:32:59,0223682127,臺北市中正區汀州路三段127號,4.4,https://ifoodie.tw/restaurant/5e7f5d4c2756dd7a62627b62-%E6%9D%B1%E9%9B%9B%E8%8F%8A-%E9%A2%A8%E5%91%B3%E9%8D%8B%E7%89%A9
捲捲村,2022-08-18 01:33:02,0909353520,臺北市中正區中華路二段313巷5弄20之1號,5.0,https://ifoodie.tw/restaurant/6119d17ea627280f71e7c480-%E6%8D%B2%E6%8D%B2%E6%9D%91
SUKHOTHAI 蘇可泰泰 (喜來登大飯店),2022-08-18 01:33:05,0223211818,臺北市中正區忠孝東路一段12號,4.4,https://ifoodie.tw/restaurant/559d4bc9c03a103ee86c5ec8-SUKHOTHAI-%E8%98%87%E5%8F%AF%E6%B3%B0%E6%B3%B0-(%E5%96%9C%E4%BE%86%E7%99%BB%E5%A4%A7
秘魯烤雞 Polleria,2022-08-18 01:33:08,0979511540,臺北市中正區牯嶺街61之5號,4.3,https://ifoodie.tw/restaurant/55a60447c03a102ec1415f2e-%E7%A7%98%E9%AD%AF%E7%83%A4%E9%9B%9E-Polleria
貳樓餐廳Second Floor Cafe 仁愛店,2022-08-18 01:33:11,0223579222,臺北市中正區仁愛路二段108號,4.2,https://ifoodie.tw/restaurant/559d2fd0c03a103ee86c4d03-%E8%B2%B3%E6%A8%93%E9%A4%90%E5%BB%B3Second-Floor-Caf
麵屋武藏 本店,2022-08-18 01:33:14,0223711889,臺北市中正區忠孝西路一段36號B1,4.3,https://ifoodie.tw/restaurant/5b103a0e2756dd5361ca1603-%E9%BA%B5%E5%B1%8B%E6%AD%A6%E8%97%8F-%E6%9C%AC%E5%BA%97
蘇杭餐廳,2022-08-18 01:33:17,0223963186,臺北市中正區濟南路一段2之1號,4.0,https://ifoodie.tw/restaurant/559de63bc03a103ee86cbd81-%E8%98%87%E6%9D%AD%E9%A4%90%E5%BB%B3
黑滷魯肉飯,2022-08-18 01:33:19,0223660707,臺北市中正區汀州路二段238號,4.1,https://ifoodie.tw/restaurant/566479e92756dd1226aa7f13-%E9%BB%91%E6%BB%B7%E9%AD%AF%E8%82%89%E9%A3%AF
瓦崎燒烤火鍋 公館店,2022-08-18 01:33:22,0223690696,臺北市中正區羅斯福路四段24巷5號,3.4,https://ifoodie.tw/restaurant/559d04e1c03a103ee86c3419-%E7%93%A6%E5%B4%8E%E7%87%92%E7%83%A4%E7%81%AB%E9%8D%8B-%E5%85%AC%E9%A4%A8%E5%BA%97
勝十蘭拉麵,2022-08-18 01:33:26,0223704321,中正區南陽街13-2號,4.1,https://ifoodie.tw/restaurant/60589dc0cd9957389b207fbd-%E5%8B%9D%E5%8D%81%E8%98%AD%E6%8B%89%E9%BA%B5
佳園排骨麵,2022-08-18 01:33:29,0223410855,臺北市中正區林森南路59之2號,4.2,https://ifoodie.tw/restaurant/55a66bd9c03a104df53ca171-%E4%BD%B3%E5%9C%92%E6%8E%92%E9%AA%A8%E9%BA%B5
Q丸和洋食堂(台北站前店),2022-08-18 01:33:33,0223830355,臺北市中正區忠孝西路一段47號B1樓,4.0,https://ifoodie.tw/restaurant/559d76b9c03a103ee86c7b6a-Q%E4%B8%B8%E5%92%8C%E6%B4%8B%E9%A3%9F%E5%A0%82(%E5%8F%B0%E5%8C%97%E7%AB%99%E5%89%8D%E5%BA%97)
