title,username,date,star,reviews
上海鄉村餐廳 濟南店,女子的休假計劃愛食記部落客(890篇食記),2020/05/04,4.0,上海鄉村：一人獨道地江浙功夫菜，外送在家就能吃到餐廳等級美味料理。
上海鄉村餐廳 濟南店,夢與幻的地圖愛食記部落客(1720篇食記),2020/04/17,999,上海鄉村餐廳，頂級上海菜現在也有外帶/外送便當，蟹黃豆腐煲飯也太好吃啦!!
上海鄉村餐廳 濟南店,民宿女王芽月愛食記部落客(1451篇食記),2015/07/13,999,上海鄉村餐廳仁愛店–88節巴結老爸一下，來場澎派的宴會吧
上海鄉村餐廳 濟南店,Penny's House愛食記部落客(321篇食記),2015/07/09,999,7/1~8/16上海鄉村「八結老爸吃好料升等龍蝦饗美味」，上天下海全都包！深受長輩喜愛的上海鄉村父親節桌菜介紹。
上海鄉村餐廳 濟南店,Gucci Chou(1則評論),2015/06/12,999,超級好吃…
上海鄉村餐廳 濟南店,小孤牛愛食記部落客(677篇食記),2015/02/24,999,上海鄉村濟南店
上海鄉村餐廳 濟南店,雪嫩 Shannon愛食記部落客(698篇食記),2014/05/21,999,*上海鄉村餐廳(濟南店)*不錯的桌菜(上海菜、桌菜、婚宴、家庭聚會)(忠孝新生站)
上海鄉村餐廳 濟南店,彼得覓食趣愛食記部落客(420篇食記),2013/05/23,999,台北的上海鄉村：絕頂美味的烤方
上海鄉村餐廳 濟南店,愛吃鬼芸芸愛食記部落客(3345篇食記),2012/09/09,999,上海鄉村道地江浙料理濟南店全新幕，滿兩千抽萬元桌菜！
上海鄉村餐廳 濟南店,美食猛男阿一一愛食記部落客(941篇食記),2012/09/07,999,[廣宣]台北 上海鄉村(濟南店)～老店精緻功夫菜一次用
上海鄉村餐廳 濟南店,桶子葉の吐司記愛食記部落客(1119篇食記),2012/08/15,999,上海鄉村 -- 老店新幕~堅持不變的口味
上海鄉村餐廳 濟南店,雪倫情報局愛食記部落客(1007篇食記),2012/08/03,999,上海鄉村
龍潭豆花,女子的休假計劃愛食記部落客(890篇食記),2022/08/16,4.5,台北：一年四季獨賣花生豆花這一味，最愛傳統豆花帶有焦香味
龍潭豆花,Nash，神之領域愛食記部落客(3047篇食記),2022/04/24,999,龍潭豆花，公館必吃!只賣花生豆花的老店
龍潭豆花,Penny愛吃吃愛食記部落客(20篇食記),2020/05/16,4.0,店面裝潢很簡單只有幾張桌椅開放空間沒有冷氣翻桌率很快數十年來就只賣一種花生豆花豆花口感綿密帶有淡淡焦香味糖水的甜度配上碎冰就很剛好夏天到公館逛街必來一碗消暑
龍潭豆花,susan chiu銀級會員(39則評論),2016/11/09,999,豆花有碳燒ㄉ香氣
龍潭豆花,美食鐵粉靜香兒愛食記部落客(949篇食記),2021/10/22,3.5,台北公館老字號豆花，只賣一種口味依舊超人氣，帶有傳統焦香味，店內店外永遠滿滿人潮不誇張-龍潭豆花
龍潭豆花,大手牽小手愛食記部落客(1574篇食記),2021/02/20,999,公館龍潭豆花/這個豆花有焦味！？公館屹立不搖老店豆花！
龍潭豆花,J&A的旅行愛食記部落客(1104篇食記),2020/09/01,999,飄香數十年的豆花老店，從小吃到大的微焦香滋味綿密豆花。龍潭豆花【公館美】
龍潭豆花,跟著羽諾吃喝玩樂去～愛食記部落客(1314篇食記),2020/04/15,999,龍潭豆花｜獨特焦香老饕最愛｜捷運公館商圈老字號古早味傳統豆花
龍潭豆花,吃貨的藏寶箱 YES!FOODY愛食記部落客(115篇食記),2019/05/23,999,台北公館。龍潭豆花~簡單好滋味
龍潭豆花,Kao空食客愛食記部落客(740篇食記),2019/05/11,4.5,龍潭豆花-古早味豆腐花公館商圈人氣店家飄焦香味的銅板美@台北公館
龍潭豆花,蕭閔中(2則評論),2016/10/29,4.0,還不錯
龍潭豆花,水晶安蹄愛食記部落客(2140篇食記),2016/06/29,999,龍潭豆花涼到心坎裡的古早味豆花公館夏日甜品必吃推薦！(小吃甜點冰品)
龍潭豆花,Wisely的拍拍照寫寫字愛食記部落客(1965篇食記),2016/06/04,999,台大公館美小吃＠我家涼麵、龍潭豆花、土司吐司
龍潭豆花,菜菜子的美食手札愛食記部落客(245篇食記),2016/06/01,999,[台北中正]傳統古早味的豆花 ♥『 龍潭豆花』♥ 不接受任何採訪的個性店家 @ ✎菜菜子的美手札ⓝⓞⓣⓔ 
龍潭豆花,PEKO愛食記部落客(1466篇食記),2016/05/23,999,古早味龍潭豆花|有的焦香味的綿密豆花|公館商圈超人氣飯後甜點|台大校園美
龍潭豆花,葉癮評饗愛食記部落客(1653篇食記),2015/08/19,999,龍潭豆花。傳統花生豆花 /公館商圈/汀洲路
龍潭豆花,老K愛食記部落客(1479篇食記),2015/02/21,999,公館的人氣店家-龍潭豆花@捷運公館站@台大
龍潭豆花,周花花，甲飽沒愛食記部落客(2192篇食記),2014/11/10,999,龍潭豆花公館必吃美推薦迷人古早味
龍潭豆花,桶子葉の吐司記愛食記部落客(1119篇食記),2013/09/02,999,龍潭豆花 -- 帶著微焦味的綿潤化口
何家甜品鋪-剉冰雪花冰(公館汀州),兔貝比的菲比尋嚐愛食記部落客(148篇食記),2022/08/16,4.5,何家甜品舖公館汀洲店 IG版上紅翻天的人氣冰店 網美視覺系雪花冰必點！
何家甜品鋪-剉冰雪花冰(公館汀州),Aga不專業食記及攝影愛食記部落客(115篇食記),2022/08/16,999,何家甜品鋪 公館汀州店
何家甜品鋪-剉冰雪花冰(公館汀州),G子愛食記部落客(242篇食記),2022/07/16,999,"公館-何家甜品鋪,台北雪花冰推薦來這吃!芒果冰.芋頭控.咀嚼控一次滿足你"
何家甜品鋪-剉冰雪花冰(公館汀州),ShaNice食光旅人筆記愛食記部落客(45篇食記),2022/07/08,5.0,何家甜品鋪公館汀州店｜捷運公館站-何家甜品鋪進駐公館商圈｜各式芒果冰品 外送內用皆美味
何家甜品鋪-剉冰雪花冰(公館汀州),冠婷｜美食趣愛食記部落客(331篇食記),2022/06/17,4.0,何家甜品舖公館汀州店。捷運公館站美推薦，芒果控衝了！Ft.雪花冰磚，台大公館商圈美菜單
辛殿麻辣鍋 公館店,Keaton 十六愛食記部落客(33篇食記),2022/08/16,4.5,辛殿麻辣鍋 @ 公館，古蹟改建的時尚麻辣火鍋吃到飽
辛殿麻辣鍋 公館店,Carol愛食記部落客(27篇食記),2022/03/23,5.0,台大商圈辛殿公館店，不吃牛就來吃海鮮吧！海鮮品質佳，送餐速度快
辛殿麻辣鍋 公館店,Penny愛吃吃愛食記部落客(20篇食記),2020/12/27,5.0,2訪辛殿公館店想念的鴨血和牛小排我又來了今天看到已經開放戶外用餐區冷颼颼的冬天吃著麻辣鍋好讚夜晚在星空陪伴下一定更有fu即使遇到下雨天也不用擔心喔
辛殿麻辣鍋 公館店,鍾愛銅板美食的貪吃鬼愛食記部落客(839篇食記),2021/08/19,4.5,每個台北人都吃過的麻辣火鍋  辛殿麻辣鍋公館店
辛殿麻辣鍋 公館店,安安過生活愛食記部落客(244篇食記),2021/07/01,5.0,防疫外帶-在家也能用麻辣鍋與白鍋，一次兩種湯底的三人火鍋套餐
辛殿麻辣鍋 公館店,大胃米粒DM愛食記部落客(898篇食記),2021/06/30,999,"這個一定要多囤幾套放冰箱,辛殿麻辣鍋防疫套餐,三人份只要一千元！紅湯白湯自由選~受私房滷三寶x辛殿獨家手作XO醬,台北麻辣鍋推薦,"
辛殿麻辣鍋 公館店,小妞的生活旅程愛食記部落客(888篇食記),2021/06/29,999,外帶外送宅配美>辛殿麻辣鍋
辛殿麻辣鍋 公館店,史努比遊樂園愛食記部落客(120篇食記),2021/06/29,999,辛殿麻辣鍋外帶外送｜辛殿麻辣鍋防疫外帶套餐～辛殿麻辣鍋外帶價格、菜單，在家也能受高CP值麻辣鍋
辛殿麻辣鍋 公館店,大熊覓食BigBearBite愛食記部落客(95篇食記),2021/06/13,4.5,辛殿麻辣鍋公館店 | 台北公館商圈麻辣鍋，甜點及PRIME肉品推推
辛殿麻辣鍋 公館店,陳雨琦(1則評論),2020/11/28,999,裝潢現代#食材新鮮#服務好⋯😋😋😋
辛殿麻辣鍋 公館店,大食女愛食記部落客(1354篇食記),2020/11/04,999,辛殿麻辣鍋-插旗公館！裝潢時尚、材升級！台北火鍋吃到飽推薦！(附辛殿價位)公館美/台北吃到飽
辛殿麻辣鍋 公館店,男子宿舍↔︎肉圓可樂配雞塊愛食記部落客(37篇食記),2020/11/02,5.0,辛殿麻辣鍋吃到飽 插旗公館商圈 訂位才吃的到 獨家蜂巢冰淇淋 好看又好吃
辛殿麻辣鍋 公館店,斑比Banbi愛食記部落客(1574篇食記),2020/10/25,999,辛殿麻辣鍋公館 吃到飽：老台鐵宿舍改造超美火鍋店，隱藏版菜單+限定冰淇淋，快來訂位聚餐
辛殿麻辣鍋 公館店,莎莉哈愛食記部落客(110篇食記),2020/10/23,5.0,"辛殿麻辣鍋公館店~新店必吃!限定版菜色公,鮑魚,米其林愛用冰,隱藏版甜點通通吃到飽,古蹟改建,材有水準"
辛殿麻辣鍋 公館店,J&A的旅行愛食記部落客(1104篇食記),2020/10/21,999,超高人氣的辛殿麻辣鍋吃到飽新店了！麻辣起司蛋糕、蜂巢冰淇淋、無骨牛小排、安格斯黑牛等各式肉品在這裡都吃得到！辛殿麻辣鍋吃到飽公館店。
辛殿麻辣鍋 公館店,睿睿の奇幻成長日記(8則評論),2020/10/21,4.5,辛殿 公館店 台北最好吃的麻辣鍋～ 麻辣鴨血、牛舌、手工蝦滑無限吃到飽！！ 公館美推薦/公館聚餐推薦/公館慶生餐廳/台北麻辣鍋推薦/台北吃到飽推薦
明星咖啡館,Kao空食客愛食記部落客(740篇食記),2022/08/16,4.0,穿越一甲子老咖啡館 見證台灣百年風華-台北車站
明星咖啡館,RLai Diary愛食記部落客(186篇食記),2022/05/29,4.0,明星咖啡館 - 有著七十多年歷史的文青咖啡館，孕育了無數作家和文學，餐點是台灣少見的俄羅斯料理
明星咖啡館,李婉琴紫級會員(140則評論),2017/09/17,4.0,古典雋永
明星咖啡館,萊吃簡單吃喜歡銀級會員(38則評論),2017/08/07,4.0,老派約會談情說❤️ 
明星咖啡館,魚樂分享誌•小魚愛食記部落客(925篇食記),2021/07/04,999,明星咖啡館｜走過70多年的復古風俄式西餐廳
明星咖啡館,日籍部落客 Rie愛食記部落客(52篇食記),2021/01/06,4.0,明星咖啡館 ASTORIA CAFE｜1949年創業！歴史が詰まった喫茶店と西洋菓子屋
明星咖啡館,愛吃鬼芸芸愛食記部落客(3345篇食記),2020/12/04,999,明星咖啡館，復古風西餐廳(文末菜單)
明星咖啡館,巧莉的世界流浪筆記愛食記部落客(213篇食記),2020/06/27,999,中正區咖啡廳 | 明星西點咖啡 | 俄羅斯與老台北・走過一甲子的咖啡館 Astoria since 1949
明星咖啡館,食癮，拾影愛食記部落客(726篇食記),2019/08/28,999,台北車站：明星咖啡館｜這一杯咖啡，泡的是走了七十年的故事
明星咖啡館,夢與幻的地圖愛食記部落客(1720篇食記),2017/07/24,999,"明星咖啡館1949年以來的老式的俄羅斯風情,一個吃回憶與文青風格的老咖啡廳"
明星咖啡館,莫先生 Mr.Mo Traveling愛食記部落客(39篇食記),2016/11/17,999,【捷運西門站美】明星咖啡館－孕育台灣文學的國寶級西餐廳
明星咖啡館,Ariel Hsu愛食記部落客(11篇食記),2015/12/26,999, 明星咖啡館 Astoria Cafe－屬於文人的風華年代
明星咖啡館,Nash，神之領域愛食記部落客(3047篇食記),2014/01/25,999,明星咖啡館
明星咖啡館,35號的腳印愛食記部落客(1130篇食記),2013/09/18,999,人文薈萃的老咖啡館~明星咖啡館
明星咖啡館,文仔愛食記部落客(888篇食記),2012/10/06,999,中正-ASTORIA 明星咖啡館
藍家割包,小女張氏愛食記部落客(142篇食記),2022/08/15,4.5,藍家割包【台北公館】割包牛郎+四神織女搭上鵲橋，原來吃割包是奢華的象徵，好貴好好吃｜必比登推薦｜公館美｜公館必吃｜公館老店｜
藍家割包,布雷克的世界愛食記部落客(712篇食記),2022/08/11,999,藍家割包｜米其林必比登推薦台大公館夜市必吃小吃美但其本體是玉米排骨湯
藍家割包,CoNutz KiKi(1則評論),2021/11/21,1.0,食物是米其林等級，但人物就整個大反差！！！一點都沒有顧客至上的感覺，整個殺氣十足～～～不知道在兇甚麼跩什麼勁的！！！
藍家割包,Penny愛吃吃愛食記部落客(20篇食記),2019/04/30,3.5,我都點『瘦肉』碎肉滷的有入味👍軟嫩不會乾柴，鹹度覺得有點偏鹹搭配酸菜、花生糖粉和香菜好好吃
藍家割包,海綿飽飽愛食記部落客(557篇食記),2022/07/04,999,公館美「藍家割包」米其林必比登推薦小吃、菜單價位
藍家割包,Maruko與美食有個約會愛食記部落客(1400篇食記),2022/05/09,999,學區最熱賣的台版手撕豬肉漢堡，有肥瘦肉可選，白胖的刈包比手掌還大！
藍家割包,Stancy Tsai愛食記部落客(415篇食記),2022/04/27,999,公館美｜米其林必比登藍家割包，肥瘦肉可自選花生粉加量不用錢
藍家割包,Nash，神之領域愛食記部落客(3047篇食記),2022/03/09,999,藍家割包，本體根本是排骨玉米湯 (菜單)
藍家割包,閒閒小魚出遊中愛食記部落客(181篇食記),2021/10/12,4.0,米其林必比登推介，傳統小吃四神湯，台大公館美夜市小吃，公館美。藍家割包。
藍家割包,Angelababy享樂日記愛食記部落客(2881篇食記),2021/09/02,999,公館美｜連續蟬聯米其林必比登推薦的銅板小吃、公館排隊美『藍家割包』台大商圈美、公館外帶推薦
藍家割包,沙拉飯團愛食記部落客(636篇食記),2020/08/13,999,公館美『藍家割包』00米其林必比登推薦.刈包.四神湯.大腸肉羹麵線
藍家割包,RLai Diary愛食記部落客(186篇食記),2020/03/18,4.0,藍家割包- 米其林必比登推薦，台大公館商圈瘦肉、肥肉客製化的割包
藍家割包,看見什麼吃什麼 x左愛食記部落客(22篇食記),2020/01/04,3.5,台北公館 米其林推薦小吃 藍家割包 肥瘦肉比例客製化
藍家割包,斑比Banbi愛食記部落客(1574篇食記),2019/11/06,999,台北公館:藍家割包30年人氣美、肥瘦肉客製化，米其林指南推薦夜市小吃
藍家割包,張傑克JackChang愛食記部落客(47篇食記),2019/10/29,4.0,|台北公館夜市-藍家割包-米其林必比登推薦、排隊美：張傑克JACKCHANG
藍家割包,林天相愛食記部落客(208篇食記),2019/06/14,3.5,藍家割包 ~有點太甜了
藍家割包,愛吃鬼芸芸愛食記部落客(3345篇食記),2019/04/12,999,公館夜市|藍家割包、雄蔥抓餅@019米其林必比登推介
藍家割包,波比看世界愛食記部落客(693篇食記),2019/04/04,999,【台北公館美】藍家割包：米其林推薦肥瘦肉客製，漲價仍是大排隊
藍家割包,葉癮評饗愛食記部落客(1653篇食記),2018/11/21,999,藍家割包│公館永遠有人在排隊的人氣割包！公館小吃、公館排隊割包
藍家割包,覓食屁金級會員(69則評論),2018/10/20,999,
藍家割包,嚕米與露西。幸福空間愛食記部落客(248篇食記),2018/06/20,999,捷運公館站。藍家割包~半肥半瘦的割包好好吃
藍家割包,周花花，甲飽沒愛食記部落客(2192篇食記),2018/03/28,999,藍家割包台大公館老字號必吃美推薦！肥肉、瘦肉都可客製化挑選
藍家割包,Josephine銀級會員(17則評論),2018/03/13,4.5,只吃半肥瘦！
藍家割包,王俊傑紫級會員(156則評論),2018/02/26,5.0,肉片滷的很入味整個割包料多實在大推
藍家割包,Lily Yang紫級會員(127則評論),2018/01/26,4.0,很入味
藍家割包,🍤金級會員(86則評論),2016/11/11,4.5,，
藍家割包,布咕布咕美食小天地愛食記部落客(2362篇食記),2016/09/25,999,藍家割包-公館夜市人氣美
藍家割包,方圓大師愛食記部落客(103篇食記),2016/03/20,999,台北//公館排隊美藍家割包半肥半瘦好心動玉米排骨湯好喝~~TaiwanHanburger@方圓大師
藍家割包,萍萍的美食記錄網愛食記部落客(429篇食記),2016/01/25,999,藍家割包~公館商圈人氣排隊店．割包配撞奶也好搭- 捷運公館站
藍家割包,惠雅銀級會員(14則評論),2015/11/29,999,沒吃過比這間更好吃的割包
藍家割包,猴屁的異想世界愛食記部落客(1157篇食記),2015/10/08,999,公館排隊美-藍家割包！跟陳三鼎並列公館必吃美，主打割包、四神湯、大腸肉羹麵線！(捷運公館站)
藍家割包,爆肝護士愛食記部落客(1346篇食記),2015/09/09,999,公館捷運排隊的藍割包必吃的是四神湯阿！
藍家割包,老K愛食記部落客(1479篇食記),2014/04/19,999,公館的排隊名店-藍家割包@捷運公館站@台大
藍家割包,馬汀的大雄飽殿愛食記部落客(433篇食記),2013/05/13,999,藍家割包，公館夜市排隊美
藍家割包,大口老師愛食記部落客(1173篇食記),2013/03/21,999,藍家割包‧公館經典美味!
藍家割包,王獅子愛食記部落客(891篇食記),2012/11/15,999,肉好吃的割包 藍家割包
藍家割包,PEKO愛食記部落客(1466篇食記),2010/07/24,999,藍家割包+陳三鼎黑糖粉圓鮮奶專賣店
阿薄郎薄皮餃子台式小酒館-台北二郎公館店 Uncle A-Bo-Lang Taiwan Bistro,軟西，遊記愛食記部落客(595篇食記),2022/08/15,999,公館餐廳推薦「阿薄郎薄皮餃子台式小酒館」來吃超薄皮煎餃公館美!
旨燕,Angelababy享樂日記愛食記部落客(2881篇食記),2022/08/14,999,西門美、泡沫系拉麵｜融合法式濃湯手法的日式雞湯拉麵『旨燕』菜單
旨燕,晴Ching｜美食·旅行愛食記部落客(52篇食記),2022/03/24,2.0,旨燕｜台北｜泡沫系禽白湯拉麵 – 晴CHING｜美·旅行
旨燕,張泰源(1則評論),2021/12/05,5.0,目前拉麵店還在試營運調整口味旨燕泡系禽白湯的味道反映出來的裝潢一致，那就是「用心」和「質感」。和一般的雞白湯不一樣的是，鴨香在鮮甜的湯頭中增添了一點味道上的變化，讓濃郁的湯頭顯得一點也不膩口。第二次去訪，更覺得味道上的鮮度還有再更上一層樓。詢問店家後，才知道他們這一次加入日本進口的鰹節、煮干等材料自製的魚粉，把整體湯的美味再往上提升了一個檔次。泡系的綿密，扒著口感十足的麵條，讓入口時麵、湯溶為一體，是一個很過癮的體驗。讓人驚豔的事情是：湯頭雞、鴨的香味都很突出，但是交融在一起時，彼此卻不搶戲，而是讓兩者細緻的香氣交織，如果要我形容，我會說這是一碗「雅致」的麵。特盛拼盤的叉燒都很棒XD，不過我更想說說小炒。吃下小炒時真的有種：這就是正港台灣味的經驗，如果可以配上啤酒一定會很爽XD鴨油的香氣搭派上爽脆的蔬菜，要不是我已經吃不下了我一定會叫碗叉燒飯來配，因為真的很好吃！糖心蛋的部味道也很不錯，整體蛋的口感偏扎實，搭配麵吃不會讓味道搶了麵的風采，十滿意。另外，油封胗心 鴨的味道，因為知名咖哩通庵的主廚是旨燕的監製所以這一道的麻辣醬汁是也有通庵的風味(不過以我這個愛吃辣的人來說，這個辣基本上等於沒有，只有香氣而已，但因為我不知道每個人的耐辣程度，點的時候還是要想一下喔)鴨胗跟鴨心的脆度也很足夠，另外我真的很喜歡吃青龍椒，這個給我一整盤都可以。總之這是一頓體驗特別又愉快的晚餐，在簡約舒服的空間中用餐，加上美味的餐點，相信一定能在台北競爭激烈的拉麵圈，殺出一條血路。
旨燕,Nash's Wonderland愛食記部落客(356篇食記),2022/02/27,5.0,台北中正美-旨燕，泡系雞鴨湯拉麵店，綿密入口療癒十足，油封鴨腿必點!!
旨燕,@Tiffoodany愛食記部落客(111篇食記),2021/11/26,999,捷運北門站｜新幕試營運，泡系拉麵｜旨燕
素食地瓜球,女子的休假計劃愛食記部落客(890篇食記),2022/08/14,5.0,台北：超大顆地瓜球一攤就排隊，人氣超夯排隊美
素食地瓜球,布雷克的世界愛食記部落客(712篇食記),2022/08/04,999,公館全素地瓜球｜反正來公館賣素地瓜球就要排隊的心理準備
素食地瓜球, Liubr紫級會員(204則評論),2021/11/01,4.0,不錯，但是新莊那家無名地瓜球技高一籌
素食地瓜球,王思云(2則評論),2019/10/23,5.0,剛炸起來QQ脆脆的口感讓人一口接著一口，根本停不下來🤤
素食地瓜球,樂活台南愛食記部落客(1101篇食記),2021/12/28,999,南台灣素地瓜球（南台灣美地瓜邱）｜復華夜市人氣排隊小吃｜
素食地瓜球,Wisely的拍拍照寫寫字愛食記部落客(1965篇食記),2021/10/28,999,台北中正。公館素地瓜球｜水源市場旁排隊小吃，最佳賞味出鍋三鐘～捷運公館站美x台大公館美x水源市場美x公館商圈夜市美
素食地瓜球,大食女愛食記部落客(1354篇食記),2020/10/08,999,公館素地瓜球-超夯排隊美！每次去都在排隊！(附公館素地瓜球價位)公館夜市/台北地瓜球
素食地瓜球,阿青的玩樂日記愛食記部落客(490篇食記),2020/09/19,999,公館素地瓜球 – 巨無霸的地瓜球一攤就排隊啦！
素食地瓜球,葉癮評饗愛食記部落客(1653篇食記),2019/04/22,999,公館素地瓜球│公館排隊美，超大顆地瓜球！公館美、公館好吃地瓜球
素食地瓜球,PEKO愛食記部落客(1466篇食記),2019/03/27,999,公館素地瓜球，一個只要2.5元，大顆好吃，排隊美小吃果然厲害!!
雙月食品社 青島店,JZ.Foodie(9則評論),2022/08/14,999, ཾ雙月品社-青島店༺米其林必比登推薦美x台灣必吃養生濃郁雞湯
