title,username,date,star,reviews
Kakigori Toshihiko,趁早出門吃飽飽愛食記部落客(67篇食記),2022/08/07,999,KAKIGORI TOSHIHIKO，日式刨冰 俊彥，日本冰與洋果子相遇，師大美推薦
Kakigori Toshihiko,鍾愛銅板美食的貪吃鬼愛食記部落客(835篇食記),2021/11/15,4.5,台北最好吃的日式刨冰 奶油起司柑橘 萊姆葡萄都超棒的 Kakigori Toshihiko 
Kakigori Toshihiko,Liu Leni(3則評論),2021/08/25,5.0,非常非常好吃的一家日式刨冰，環境令人很放鬆，而且寵物友善！❤
Kakigori Toshihiko,Grace Liu(1則評論),2019/05/13,5.0,誠心推薦冰品的醬料是認真的水果打成湯咖哩也推建議冰品可以跟到咖哩一起搭配
Kakigori Toshihiko,斑比Banbi愛食記部落客(1574篇食記),2021/05/11,999,台北古亭KAKIGORITOSHIHIKO日式刨冰店:奶油起司柑橘、焙茶拿鐵，好吃的想常常來一碗
Kakigori Toshihiko,丸の良食｜neru.foodie愛食記部落客(571篇食記),2020/10/01,4.0,KakigoriToshihiko｜古亭咖哩飯兼冰店推薦（完整菜單）
Kakigori Toshihiko,Maruko與美食有個約會愛食記部落客(1396篇食記),2019/12/03,999,日本冰專賣店隱藏美味的湯咖哩
Kakigori Toshihiko,淺藍愛食記部落客(1516篇食記),2019/08/18,999, Kakigori toshihiko～大份量可愛日式圓圓冰品
Kakigori Toshihiko,Ellen's 食&旅誌愛食記部落客(1526篇食記),2018/10/13,999,KakigoriToshihiko日本氷專賣店
Kakigori Toshihiko,隨裕而安愛食記部落客(606篇食記),2018/09/03,999,古亭超好吃狂推薦的日式冰店KakigoriToshihiko日本冰專賣店
Kakigori Toshihiko,崔董(1則評論),2018/08/23,5.0,非常好吃的冰天然的冰品料理好吃的同時又不用擔心健康問題
Kakigori Toshihiko,林宗德(2則評論),2018/08/22,5.0,徹底顛覆我對冰品的印象實在是非常的美味捏🤗
Kakigori Toshihiko,希薇亞の食在玩味愛食記部落客(945篇食記),2018/08/15,999,KAKIGORITOSHIHIKO日本冰專賣店，來一碗沁涼的奶油起司葡萄柚刨冰。古亭金門街日式刨冰店
Kakigori Toshihiko,Angelababy享樂日記愛食記部落客(2869篇食記),2018/08/12,999,古亭日本氷專賣店KakigoriToshihiko＃奶油起司葡萄柚＃金門街必吃＃好吃冰品＃創意冰品＃ig打卡
潮·雞·派,Maruko與美食有個約會愛食記部落客(1396篇食記),2022/08/06,999,潮雞派用雞腿肉的鹽酥雞，免錢六種配料隨意搭！
Vice Versa Wineshop & Kitchen,周花花，甲飽沒愛食記部落客(2183篇食記),2022/08/05,999,【台北中正區美不推薦】Vice Versa 廈門街老屋餐酒館 糟糕的用餐經驗可惜這麼好的環境
Vice Versa Wineshop & Kitchen,女子的休假計劃愛食記部落客(875篇食記),2021/07/15,5.0,老屋翻新一秒到歐洲 /台北不限時咖啡廳
Vice Versa Wineshop & Kitchen,娜姐 Foodelicious愛食記部落客(419篇食記),2021/05/29,999,Vice Versa 餐廳 》六人在這家台北餐酒館點什麼 (內有菜單)
Vice Versa Wineshop & Kitchen,水晶安蹄愛食記部落客(2121篇食記),2021/05/14,999,Vice Versa Wineshop & Kitchen 復古創新兼具 85年日治派出所改建咖啡廳
Vice Versa Wineshop & Kitchen,Angelababy享樂日記愛食記部落客(2869篇食記),2021/04/21,999,古亭站隱藏版歐風老宅裡的玻璃屋咖啡『𝖵iceVersaWineshop&Kitchen』
鴉片粉圓,沙拉飯團愛食記部落客(631篇食記),2022/08/05,999,公館人氣美『鴉片粉圓』檸檬愛玉、三圓冰
鴉片粉圓,水晶安蹄愛食記部落客(2121篇食記),2021/12/16,999,公館｜鴉片粉圓，清甜不膩古早味粉圓冰
鴉片粉圓,李均(1則評論),2021/04/25,1.0,服務態度超級差
鴉片粉圓,Ivy Tzeng金級會員(67則評論),2019/03/17,5.0,點了檸檬愛玉粉圓冰檸檬& 糖水比例非常好 超清爽粉圓大小跟Q度都很好（覺得比板橋店好吃？）
鴉片粉圓,Wisely的拍拍照寫寫字愛食記部落客(1960篇食記),2021/10/12,999,台北中正。公館鴉片粉圓｜必嚐三圓冰：粉圓、地瓜圓、芋圓～台大公館美 x 捷運公館站美
鴉片粉圓,大食女愛食記部落客(1345篇食記),2021/07/28,999,從小吃到大！超療癒「鴉片粉圓」，真的讓人一吃上癮！現在也有「外送」，想吃好方便～XDDD推薦「三圓冰」必點！（文中附價位）公館鴉片粉圓
鴉片粉圓,Tina's愛食記部落客(28篇食記),2021/02/23,5.0,鴉片粉圓｜像鴉片讓人上癮的好吃甜品
鴉片粉圓,跟著羽諾吃喝玩樂去～愛食記部落客(1314篇食記),2020/04/11,999,公館古早味粉圓冰｜台大公館商圈必吃美/甜點/冰品｜鴉片粉圓
鴉片粉圓,靜怡&大顆呆愛食記部落客(994篇食記),2019/07/04,4.5,鴉片粉圓 公館商圈美好Q的三圓冰讓人一吃就上癮難怪叫鴉片粉圓IG打卡美捷運公館站美!
鴉片粉圓,Amy Lee銀級會員(18則評論),2019/01/05,5.0,平價好吃😋
鴉片粉圓,專業噗嚨共MISO吃走愛食記部落客(502篇食記),2018/09/16,4.5,鴉片粉圓冰涼粉圓～清新一夏！Q彈三圓冰:粉圓/芋園/地瓜圓～看似海底珍寶的粉嫩透！
鴉片粉圓,三號珍珍的小天地愛食記部落客(386篇食記),2018/07/04,999,鴉片粉圓．台北公館冰品推薦．造型特殊的地瓜芋圓．
鴉片粉圓,珮蒂的味蕾日記愛食記部落客(118篇食記),2018/04/17,5.0,公館商圈 鴉片粉圓 晶瑩剔透古早味粉圓讓人想一口接一口~
鴉片粉圓,小可愛阿貴愛食記部落客(1756篇食記),2017/11/19,999,公館美：鴉片粉圓，好吃的三圓冰（地瓜圓、芋圓、鴉片粉圓）！
鴉片粉圓,小食日記愛食記部落客(569篇食記),2017/10/19,999,鴉片粉圓公館店｜金黃甜蜜的傳統冰涼滋味
雙月食品社 濟南店,瑋瑋*美食萬歲愛食記部落客(2603篇食記),2022/08/05,999,雙月品社-濟南店-善導寺站及台大醫院週邊~米其林必比登推薦排隊美~
雙月食品社 濟南店,省錢王Jet吃喝玩樂趣愛食記部落客(1468篇食記),2022/06/10,5.0,雙月品社濟南店～排隊米其林美外吃得到！招牌蛤蠣雞湯、愛恨椒芝麵全部吃起來～雙月最新菜單(2022年5月)
雙月食品社 濟南店,廢物皮的美食日記愛食記部落客(360篇食記),2022/06/09,999,雙月品社 | 各店地點、電話及2022菜單
雙月食品社 濟南店,北投之家愛食記部落客(20篇食記),2022/05/16,5.0,濟南路美｜雙月品社濟南店-干貝燉雞湯、金目鱸魚湯，給自己與家人最好的燉湯料理｜米其林必比登&北投之家推薦台北市美餐廳
雙月食品社 濟南店,RLai Diary愛食記部落客(185篇食記),2022/02/12,4.0,雙月品社 濟南店 - 米其林必比登推薦的超人氣養生湯品，滿滿的好料堆成小山
雙月食品社 濟南店,柚子多樂生活日誌愛食記部落客(186篇食記),2021/09/10,999,雙月品社 濟南店：吹風滷味、紅燒虱目魚肚、養生雞湯，GoShare外送到家箱｜臺北餐廳 捷運善導寺站 GoShare Select 挑剔指南 臺灣小吃
雙月食品社 濟南店,國王沒有驢耳朵愛食記部落客(667篇食記),2021/04/03,999,台北•雙月品社（濟南店）的愛恨椒芝麵真是太美味了！
雙月食品社 濟南店,布雷克的世界愛食記部落客(707篇食記),2021/03/08,999,雙月品社 濟南店｜台北超強的蛤蜊雞湯跟鱸魚湯連三年都有獲得米其林必比登推薦
雙月食品社 濟南店,沙拉飯團愛食記部落客(631篇食記),2021/03/05,999,善導寺美『雙月品社濟南店』米其林必比登推薦/養生必喝湯品/愛恨椒芝麵
雙月食品社 濟南店,吃貨文文｜IG:wennywang51愛食記部落客(74篇食記),2021/03/05,5.0,雙月品社｜209米其林美推薦，冬天必吃的超豐富養身雞湯，用心又美味
雙月食品社 濟南店,小妞的生活旅程愛食記部落客(885篇食記),2021/03/03,999,"雙月濟南店,金雙月,超好吃愛恨椒芝麵!!"
雙月食品社 濟南店,海綿飽飽愛食記部落客(552篇食記),2021/03/01,999,雙月品社｜蟬聯3年米其林必比登、台北最強雞湯、元氣鱸魚湯、愛恨椒芝麵、菜單價位(捷運善導寺站)
雙月食品社 濟南店,2A食旅日記愛食記部落客(688篇食記),2021/03/01,5.0,必比登美推薦，傳遞家溫度的養生雞湯料理，推薦必點愛恨椒芝麵及麻油瘦肉湯，另販售伴手禮禮盒，可宅配！雙月品社濟南店
雙月食品社 濟南店,嵐嵐的饗樂生活誌愛食記部落客(837篇食記),2021/01/21,999,台大醫院美【雙月品社濟南店】台北魚湯推薦雞湯中藥滷味等養生美
雙月食品社 濟南店,魯智深與二鍋頭愛食記部落客(933篇食記),2021/01/17,999,雙月品社.2020年末再訪
雙月食品社 濟南店,Foodtinne愛食記部落客(78篇食記),2020/12/20,5.0,雙月品社｜善導寺美 米其林必比登推薦｜濟南店盛大幕 人氣養生雞湯 油飯 吹風滷味必點 大推紅燒虱目魚皮 軟Ｑ好吃 
雙月食品社 濟南店,Aga不專業食記及攝影愛食記部落客(114篇食記),2020/12/06,5.0,雙月品社濟南店3年米其林必比登推介為家人做料理為出發點嚴選當日材產地新鮮直送台北美
雙月食品社 濟南店,克萊兒萱愛食記部落客(407篇食記),2020/10/14,4.5,雙月品社米其林必比登推薦善導寺美鮮美鱸魚湯蒜泥鮮蚵必點
雙月食品社 濟南店,愛吃小玉愛食記部落客(100篇食記),2020/08/18,5.0,善導寺美金雙月品社（濟南店）．溫補鱸魚湯．養生首選．月子餐．爆料的美味
雙月食品社 濟南店,ㄩㄐ吃透透 (注音符號的ㄩㄐ)愛食記部落客(269篇食記),2020/08/07,5.0,養身首選升級2.0
雙月食品社 濟南店,大餐小食愛食記部落客(551篇食記),2020/07/30,999,"台北-雙月品社濟南店,,新幕湯品專門店,有限定菜單鱸魚湯,青島店走路三鐘"
雙月食品社 濟南店,麥的小窩愛食記部落客(522篇食記),2020/07/20,4.5,雙月濟南店-金雙月～主打新鮮產地直送的鱸魚湯，是米其林必比登雙月品社新的店
雙月食品社 濟南店,Ting Wing愛食記部落客(96篇食記),2020/07/20,5.0,養生湯首選/金雙月-濟南店“探病必買”“產後術後必吃”-文末附菜單
雙月食品社 濟南店,PennyFu呷飽飽愛食記部落客(74篇食記),2020/07/13,5.0,金雙月雙月新店新推出鱸魚系列來台北必吃不能錯過
雙月食品社 濟南店,靜怡&大顆呆愛食記部落客(994篇食記),2020/06/17,5.0,雙月品社 濟南店  善導寺美  金雙月鱸魚湯、整片無刺鱸魚湯 台北鱸魚湯、雞湯推薦 菜單及魚湯價格 新店全新幕!
雙月食品社 濟南店,妮妮女王愛食記部落客(2264篇食記),2020/06/16,999,金雙月品社善導寺美台北好喝魚湯推薦
雙月食品社 濟南店,Kao空食客愛食記部落客(734篇食記),2020/06/13,4.0,雙月品社:米其林必比登推薦 濟南新店養身飲-台北善導寺
維都 公館店,大手牽小手愛食記部落客(1563篇食記),2022/08/04,999,台北美 》維都-公館店|公館美推薦，澳門人的道地中葡料理餐廳
維都 公館店,小可愛阿貴愛食記部落客(1756篇食記),2022/06/24,999,維都餐酒館，好吃西多士推薦！道地澳門葡式料理
維都 公館店,趁早出門吃飽飽愛食記部落客(67篇食記),2022/06/07,4.5,維都公館店，澳門葡式料理，中正區台大美地圖推薦
維都 公館店,Nash，神之領域愛食記部落客(3036篇食記),2022/06/04,999,維都公館店，道地澳門葡式料理 (菜單)
欣葉日本料理自助餐聽,Saint．聖吃遊愛食記部落客(315篇食記),2022/08/04,5.0,欣葉日本料理館前店 吃到飽界最好吃的握壽司！
欣葉日本料理自助餐聽,靈王問路愛食記部落客(104篇食記),2022/05/29,999,台北車站吃到飽推薦｜欣葉日本料理漲價後菜色｜欣葉優惠｜2022欣葉菜單｜母親節聚餐
欣葉日本料理自助餐聽,愛吃鬼貝果爸爸(1則評論),2020/11/15,4.5,好吃！但是菜色好像比較少了點。
欣葉日本料理自助餐聽,芸仔紫級會員(133則評論),2020/08/23,4.5,類品很多環境很不錯
欣葉日本料理自助餐聽,小妞的生活旅程愛食記部落客(885篇食記),2022/04/12,999,NAGOMI和饗宴BUFFET餐廳，欣葉新品牌，98折優惠搶先訂
欣葉日本料理自助餐聽,大妹Damei愛食記部落客(715篇食記),2022/02/08,4.0,2022冬季新菜單，用欣葉新年新篇章-欣葉日本料理 館前店
欣葉日本料理自助餐聽,葛瑞斯肯愛食記部落客(90篇食記),2021/10/14,999,欣葉日本料理站前店
欣葉日本料理自助餐聽,佛手問路(1則評論),2021/10/10,4.0,欣葉日本料理吃到飽館前店｜精緻手做日式料理｜一次嚐遍各式日本料理
欣葉日本料理自助餐聽,小白女孩愛分享♡愛食記部落客(14篇食記),2021/08/01,4.5,"欣葉日本料理-旬彩和四重盛合,88節外帶首選！提前預訂有早鳥優惠！"
欣葉日本料理自助餐聽,Nancy將的生活筆計本愛食記部落客(1447篇食記),2021/07/07,999,全台五家店皆提供線上訂餐到店自取餐點通通79折優惠-欣葉日式料理外帶餐盒(另提供外送服務)
欣葉日本料理自助餐聽,湯姆仕-吃喝玩樂最重要愛食記部落客(1167篇食記),2021/04/05,4.5,欣葉日本料理buffet館前店-台北Buffet吃到飽千元內王者之選/十年如一的品質穩定美味/台北吃到飽推薦/台北聚餐餐廳
欣葉日本料理自助餐聽,愛吃鬼芸芸愛食記部落客(3334篇食記),2020/12/03,999,欣葉日本料理站前店，銀髮族、兒童、素族群友善，壽星扭蛋運生日禮！
欣葉日本料理自助餐聽,龜毛麗愛食記部落客(261篇食記),2020/07/15,4.5,欣葉日本料理館前店拯救夏日厭症就要大啖日本料理距離北車3鐘不用一張千元鈔夏季新菜百道和吃到飽文末抽獎北車吃到飽
欣葉日本料理自助餐聽,Penny愛吃吃愛食記部落客(20篇食記),2020/01/22,3.5,欣葉走日式料理風格海鮮品項較少菜色每季會換菜單這點用心還不錯生魚片新鮮、土瓶蒸擠點檸檬好喝熱熱的香蕉派和焦糖烤布丁我最愛飲料和冰淇淋在吧檯會有專人服務烤魚下巴配冰涼的生啤酒好過癮啊不過桌距間太過擁擠出入有點困擾距離台北車站及捷運站近交通便利適合聚餐的好地方
欣葉日本料理自助餐聽,YANG漾的趴趴照愛食記部落客(35篇食記),2020/01/09,4.0,欣葉日本料理，老字號日本料理吃到飽菜色再進化，2019冬季菜色登場，慶喜豊潤關東煮超豐盛
欣葉日本料理自助餐聽,Aniko Chang愛食記部落客(73篇食記),2020/01/07,999,欣葉日本料理館前店。我心中的日本料理吃到飽首選！2019冬季料理~浮誇大肉盤現涮牛肉壽喜燒
欣葉日本料理自助餐聽,訪訪開箱foundfun77愛食記部落客(347篇食記),2020/01/03,999,台北市人氣Buffet餐廳冬季新品放送，欣葉日本料理館前店經典新品滿足全味蕾
欣葉日本料理自助餐聽,哈利王美食小當家愛食記部落客(334篇食記),2019/09/15,999,台北 台北車站~欣葉日式料理-館前店(秋の料理 )
欣葉日本料理自助餐聽,涵的足跡～走遍天涯愛食記部落客(282篇食記),2019/09/15,5.0,2019秋季新菜欣葉日本料理~超過20種壽司、生魚片、牛舌、烤魚，精緻美味佳餚吃到飽，迎接慾之秋!
欣葉日本料理自助餐聽,下班一顆粽愛食記部落客(100篇食記),2019/09/15,999,欣葉日本料理秋來了！019隆重推出30道秋季新菜-館前店
欣葉日本料理自助餐聽,瑪姬的饗樂圈圈愛食記部落客(175篇食記),2019/06/12,4.5,欣葉日本料理館前店~019夏季新菜色推出！多道清爽沁脾美登場〡當月壽星運御守扭蛋同樂
欣葉日本料理自助餐聽,Jeremy Li(1則評論),2019/03/25,3.5,好吃，但菜色跟別家比有點少
欣葉日本料理自助餐聽,美食猛男阿一一愛食記部落客(938篇食記),2018/09/29,999,台北車站美欣葉日本料理館前店晚餐buffet～日式料理甜蝦吃到飽，紅白酒暢飲
欣葉日本料理自助餐聽,魚食筆記愛食記部落客(315篇食記),2018/08/29,4.0,欣葉日本料理，台北車站，精緻日式料理的自助饗宴
欣葉日本料理自助餐聽,陳岳祺(1則評論),2018/02/03,4.5,讚讚讚
欣葉日本料理自助餐聽,Ning銀級會員(16則評論),2017/07/21,5.0,
欣葉日本料理自助餐聽,魚樂分享誌•小魚愛食記部落客(924篇食記),2017/06/29,999,欣葉日本料理館前店/台北車站美/吃到飽
欣葉日本料理自助餐聽,Chu YolanDa金級會員(63則評論),2016/11/23,4.5,選擇多，不過人更多，補菜不是太快。
欣葉日本料理自助餐聽,AJ愛食記部落客(932篇食記),2015/02/10,999,欣葉日本料理館前店午餐吃到飽
欣葉日本料理自助餐聽,大餐小食愛食記部落客(551篇食記),2013/05/03,999,欣葉日本料理吃到飽館前店-台北/車站
素食地瓜球,布雷克的世界愛食記部落客(707篇食記),2022/08/04,999,公館全素地瓜球｜反正來公館賣素地瓜球就要排隊的心理準備
素食地瓜球,樂活台南愛食記部落客(1100篇食記),2021/12/28,999,南台灣素地瓜球（南台灣美地瓜邱）｜復華夜市人氣排隊小吃｜
素食地瓜球, Liubr紫級會員(198則評論),2021/11/01,4.0,不錯，但是新莊那家無名地瓜球技高一籌
素食地瓜球,王思云(2則評論),2019/10/23,5.0,剛炸起來QQ脆脆的口感讓人一口接著一口，根本停不下來🤤
素食地瓜球,Wisely的拍拍照寫寫字愛食記部落客(1960篇食記),2021/10/28,999,台北中正。公館素地瓜球｜水源市場旁排隊小吃，最佳賞味出鍋三鐘～捷運公館站美x台大公館美x水源市場美x公館商圈夜市美
素食地瓜球,大食女愛食記部落客(1345篇食記),2020/10/08,999,公館素地瓜球-超夯排隊美！每次去都在排隊！(附公館素地瓜球價位)公館夜市/台北地瓜球
素食地瓜球,阿青的玩樂日記愛食記部落客(486篇食記),2020/09/19,999,公館素地瓜球 – 巨無霸的地瓜球一攤就排隊啦！
素食地瓜球,葉癮評饗愛食記部落客(1651篇食記),2019/04/22,999,公館素地瓜球│公館排隊美，超大顆地瓜球！公館美、公館好吃地瓜球
素食地瓜球,PEKO愛食記部落客(1463篇食記),2019/03/27,999,公館素地瓜球，一個只要2.5元，大顆好吃，排隊美小吃果然厲害!!
Petit France 小法國餐館,鍾愛銅板美食的貪吃鬼愛食記部落客(835篇食記),2022/08/03,4.5,CP值超高的無菜單法式料理  Petit France 小法國餐館
Petit France 小法國餐館,軒軒去哪兒愛食記部落客(55篇食記),2022/03/18,4.5,PetitFrance小法國餐館－低調美味CP值高的法式無菜單料理饗宴
Petit France 小法國餐館,mina(5則評論),2022/03/11,5.0,這家小法國餐館聽名字就覺得很可愛感覺女孩子都會很喜歡來這裡拍照打卡甚麼的個人覺得即使份量小的女生也都可用這些因為他份量都小小的非常適合給我們小鳥胃的！
Petit France 小法國餐館,林欣晴愛食記部落客(92篇食記),2021/08/19,999,PetitFrance小法國餐館｜台北外帶法式推薦。500元8道料理cp值超高(菜單Menu)
Petit France 小法國餐館,Maruko與美食有個約會愛食記部落客(1396篇食記),2021/08/13,999,沒有招牌的人氣法式餐廳七道饗宴外帶套餐只要500元
Petit France 小法國餐館,恩平方的食旅萌寵生活愛食記部落客(112篇食記),2021/08/08,999,Petit France 小法國餐館｜平價又道地的經典法式餐點 低調卻溫馨的小店
Petit France 小法國餐館,AJ愛食記部落客(932篇食記),2020/01/06,999,PetitFrance小法國餐館經典法式菜色道道精緻美味價格親民座位採預約制
阜杭豆漿,柴貓趴趴走愛食記部落客(200篇食記),2022/08/01,3.5,阜杭豆漿｜必比登推薦見早餐店，永遠都在排隊｜柴貓趴趴走
阜杭豆漿,閒閒小魚出遊中愛食記部落客(179篇食記),2022/06/02,4.5,必吃早餐早午餐，鹹豆漿、厚燒餅、焦糖甜餅。阜杭豆漿。善導寺站美
阜杭豆漿,張鎧麟(1則評論),2022/05/18,3.0,吃完燒餅油條蛋覺得普普沒有到好吃要讓我排30以上的餐點
阜杭豆漿,CuteHan Chung(1則評論),2021/12/13,1.0,餐點沒有特別好吃，排隊很久，店員態度差，吃了一肚子火
阜杭豆漿,艾瑞絲の吃貨日常愛食記部落客(126篇食記),2022/05/11,999,阜杭豆漿台北必吃60年老字號人氣早餐店！米其林必比登推薦
阜杭豆漿,Ruby說美食享受旅行愛食記部落客(95篇食記),2022/05/11,4.0,台北中正區-阜杭豆漿榮獲米其林必比登殊榮，觀光客來台指名必吃早餐，台北最難買到的早餐-近捷運善導寺5號出口華山市場內
阜杭豆漿,省錢王Jet吃喝玩樂趣愛食記部落客(1468篇食記),2022/02/02,5.0,阜杭豆漿～天天排隊早餐店！觀光客來台必吃推薦！中午後免排隊就吃得到！熊好券店家 
阜杭豆漿,布咕布咕美食小天地愛食記部落客(2356篇食記),2021/12/23,999,阜杭豆漿-排隊人潮從來沒有停過的爆人氣豆漿店
阜杭豆漿,nini and blue愛食記部落客(1314篇食記),2021/10/20,999,阜杭豆漿 |台北最難吃到的人氣早餐豆漿店之一，2021台北米其林必比登推薦
阜杭豆漿,"黛西優齁齁, 旅行狂愛食記部落客(1144篇食記)",2021/10/17,999,阜杭豆漿，台北米其林必比登推薦早餐店，真的好吃嗎？厚燒餅、蛋餅、鹹飯糰
阜杭豆漿,小佳的幻想世界愛食記部落客(247篇食記),2021/06/20,999,阜杭豆漿必點品項/省時輕鬆排隊秘訣/米其林推薦觀光客最愛台北早餐推薦(附菜單價位)
阜杭豆漿,Ca Siu(2則評論),2021/04/15,3.0,純屬個人感覺：吃起來無特別感，熱豆漿喝起來還好；排隊人潮眾多，但結帳速度蠻快的，座位也算多。
阜杭豆漿,布雷克的世界愛食記部落客(707篇食記),2021/04/06,999,阜杭豆漿｜米其林必比登推薦60年老店必吃台北早餐
阜杭豆漿,Nash，神之領域愛食記部落客(3036篇食記),2021/03/25,999,【捷運善導寺美】阜杭豆漿，推薦阜杭豆漿點什麼?(菜單)
阜杭豆漿,Wenwen Wen的美食紀錄愛食記部落客(255篇食記),2021/03/19,3.5,台北美-wenwen吃美-阜杭豆漿﻿米其林必比登推薦早餐必吃店家~~~~
阜杭豆漿,張忠良(1則評論),2021/01/10,1.0,排隊點餐，移動餐盤，付錢，完全沒有指引，當我是熟客？去兩次來，印象很差
阜杭豆漿,娜姐 Foodelicious愛食記部落客(419篇食記),2020/12/15,999,Fu Hang Soy Milk Taipei 》關於台北早餐阜杭豆漿菜單與外送
阜杭豆漿,YU(1則評論),2020/11/21,4.5,阜杭豆漿，米其林必比登推介！台北必吃早餐/中正區美/捷運善導寺站美/古早味鹹豆漿/焦香甜酥餅/人氣排隊早餐店/附菜單
阜杭豆漿,黃水晶愛食記部落客(996篇食記),2020/11/18,999,阜杭豆漿|善導寺站50年老店必吃高人氣排隊早午餐店
阜杭豆漿,捲捲和土豆拿鐵愛食記部落客(2093篇食記),2020/11/06,999,阜杭豆漿。唯一米其林推薦豆漿店
阜杭豆漿,RLai Diary愛食記部落客(185篇食記),2020/10/02,4.5,阜杭豆漿- 米其林必比登推薦，招牌厚燒餅油條以窯烤爐新鮮現做，每天吸引長長排隊人龍
阜杭豆漿,Ada Chan(1則評論),2020/08/13,5.0,阜杭豆漿 - 台北必吃 觀光客最愛
阜杭豆漿,壞波妞愛食記部落客(1045篇食記),2020/08/04,999,阜杭豆漿．台北老字號排隊必吃早餐名店，厚燒餅夾蛋讓人回味
阜杭豆漿,飛天璇愛食記部落客(2500篇食記),2020/07/27,999,阜杭豆漿：米其林必比登推薦，觀光客必吃台北美
阜杭豆漿,Alina 愛琳娜愛食記部落客(651篇食記),2020/07/17,999,【台北美】阜杭豆漿｜米其林推薦中式早餐店，外送優惠免排隊
阜杭豆漿,Yuki的美食旅行小日子愛食記部落客(776篇食記),2020/06/20,999,阜杭豆漿：台北必吃早餐，推厚餅夾蛋，附阜杭豆漿菜單，米其林必比登推薦
阜杭豆漿,黑哥桃｜BlackMOMO愛食記部落客(835篇食記),2020/02/19,999,台北｜阜杭豆漿・台北最受歡迎的早餐店｜華山市場美
阜杭豆漿,Nash's Wonderland愛食記部落客(352篇食記),2020/02/13,4.5,台北美-阜杭豆漿，港、澳、日、韓遊客來台必吃美。台北必吃十大早餐之一，2018、2019米其林必比登推薦
阜杭豆漿,壽司羊愛食記部落客(989篇食記),2020/01/15,3.5,華山市場 阜杭豆漿 人氣排隊早點名店，十大必吃中式早餐，米其林必比登推薦，捷運善導寺站，好喝的鹹豆漿
阜杭豆漿,貪吃巧達愛食記部落客(469篇食記),2020/01/08,999,阜杭豆漿｜善導寺站早餐推薦！為了心中最好吃的鹹豆漿，就算排隊一小時也甘願！
阜杭豆漿,愛吃鬼芸芸愛食記部落客(3334篇食記),2020/01/05,999,阜杭豆漿，久違厚餅蛋依舊美味，排隊省時小秘訣，2018、2019米其林必比登推薦(姊姊)
阜杭豆漿,小靈林(7則評論),2019/12/25,3.5,個人覺得還好
阜杭豆漿,Q寶與她的小夥伴愛食記部落客(41篇食記),2019/11/10,4.0,阜杭豆漿 - 米其林加持的經典排隊名店
阜杭豆漿,潔西 jessie_foodie_(3則評論),2019/09/27,4.5,台北早餐推薦-阜杭豆漿
阜杭豆漿,Fiona Huang(5則評論),2019/09/01,4.5,清晨6點排1個小時，中日韓都要排鹹豆漿不點會後悔啊，熱豆漿也超濃無糖也完全沒有豆腥味，邊喝邊吃豆皮厚餅單吃就很香，薄餅夾油條超Q焦糖甜餅好吃有特色，純手工當日現做下次還會再來🤓
阜杭豆漿,女子的休假計劃愛食記部落客(875篇食記),2019/04/30,4.0,阜杭豆漿：台北十大必吃早餐/018米其林必比登推薦
