store_info_id,create_time,score,content
341,2019/07/02,999,台北車站美《瓦法奇朵Waffogato》買一送一正宗原料四川菜×半價麻辣火鍋聚餐好去處！
341,2019/06/28,5.0,Verynice
341,2019/06/26,5.0,好吃
341,2019/06/25,5.0,Sogood
341,2019/06/25,5.0,Sichuan dishes are excellent!
341,2019/06/23,999,W.瓦法奇朵-台北車站店/四川菜買一送一/超值麻辣鍋套餐只要半價還送奶茶冰淇淋/莓果爆漿蛋糕只要1元加購價
341,2019/06/22,999,台北車站美『瓦法奇朵(台北車站店)』超狂優惠！川菜買一送一，中華涼麵10元加價購，繽紛莓果爆漿蛋糕只要1元！菜單價位(捷運台北車站)
341,2019/06/21,5.0,sogood
341,2019/06/21,5.0,瓦法奇朵~~台北車站美推薦．咖啡館裡品嚐四川麻辣火鍋&正宗川菜料理
341,2019/06/20,5.0,good
341,2019/06/20,5.0,好吃
341,2019/06/19,4.5,W.瓦法奇朵~川菜買一送一正宗四川麻辣火鍋套餐只要半價下午茶超值優惠～
341,2019/06/17,999,台北車站美／瓦法奇朵～經典四川火鍋半價、正宗四川菜買一送一、下午茶點任點2杯飲料即可1元加購繽紛莓果爆漿蛋糕
341,2019/06/16,3.5,咖啡店裡吃著鴛鴦火鍋，來場中西衝突的火花吧-瓦法奇朵||中正區、北車美
341,2019/06/06,999,瓦法奇朵-夏天來吃正宗川菜買一送一，麻辣鍋甜點飲料一個人350元有找，台北平價麻辣火鍋、台北聚餐推薦｜瓦法奇朵菜單
341,2019/06/04,999,台北車站超值聚餐選擇經典四川麻辣鍋＋半價川菜『W.瓦法奇朵-台北車站店』
341,2019/06/02,5.0,好吃😋
341,2019/06/01,999,麻辣鴛鴦鍋任選15道菜，還附飲料、甜點每人只要50元，台北高CP值麻辣鍋！！
341,2019/05/11,999,W.瓦法奇朵waffogato（台北車站店）｜四川麻辣鍋經典好友半價四人套餐超滿足｜台北車站美｜
341,2019/04/29,5.0,瓦法奇朵Waffogato - 台北車站店。在咖啡廳裡吃麻辣火鍋、四川料理。溫體牛肉 超值加價購只要100元。捷運台北車站
341,2019/04/12,5.0,餐點豐富價格實惠，很適合聚餐
341,2019/04/10,5.0,好吃😋
341,2019/04/08,5.0,很好吃
341,2019/03/29,5.0,W. 瓦法奇朵．一年四季皆適宜的餐廳！火鍋、川菜、排餐，超級多樣又豐富的選擇！ – 天使馨＆魔鬼嫙
341,2019/03/26,5.0,美味川菜~
341,2019/03/23,5.0,台北車站美推薦|W.瓦法奇朵麻辣鍋川菜推薦
341,2019/03/22,5.0,麻辣鍋套餐超豐盛，松露薯條好吃。
341,2019/03/13,5.0,火鍋不錯👍
341,2019/03/12,5.0,看到部落客介紹麻辣鍋與川菜特別去吃，真的沒讓人失望！超值又讓人驚豔的美味
341,2019/03/12,5.0,餐點好吃，尤其川菜超厲害
341,2019/03/12,5.0,好吃
341,2019/03/10,5.0,CP值很高麻辣鍋走平價精緻路線^ _ ^
341,2019/03/10,5.0,好吃、平價、裝潢氣氛都好，很喜歡的一間餐廳！
341,2019/03/09,5.0,看到菜單點火鍋川菜半價非常吸引人，共四個人點了兩份川菜（每人限點一道），四川晾肉和口水雞，兩個都超好吃！非常驚艷！
341,2019/03/07,5.0,Lovemilkandspicyhotpot!!Bigthumb!lAgreatplacetoeatandgathertogether!
341,2019/03/07,5.0,餐點豐富平價推
341,2019/03/07,5.0,好吃的優質餐廳👍
341,2019/03/07,5.0,
341,2019/03/07,5.0,Sichuandishesandspicyhotpotareverydelicious!Goodrestaurant!
341,2019/03/01,5.0,麻辣鍋非常推薦！口水雞也很不賴！在北車附近算是很有特色的餐廳
341,2019/02/26,5.0,麻辣火鍋超好吃！cp值很高！
341,2018/12/08,4.0,瓦法奇朵複合式餐廳--台北車站附近，四川麻辣鴛鴦火鍋套餐，多人聚餐好選擇，優質平價受。
341,2018/12/07,3.0,"咖啡廳吃的到麻辣鍋!!無國界複合式料理,牛排牛肉麵、個人鍋物、義大利麵、燉飯、排餐、鬆餅、特色飲品。"
341,2018/12/01,1.0,菜色多樣化卻表現差矣，點菜複雜店員也不好好說明
341,2018/11/27,3.5,瓦法奇朵99元火鍋加價購#四川麻辣鍋#台北車站美#北車美#捷運美#平價美
341,2018/10/28,999,台北車站商圈美，聚餐聚會好所在，新推出四川麻辣鍋套餐．瓦法奇朵
341,2018/10/26,999,台北車站美瓦法奇朵四川麻辣鍋套餐～咖啡館吃溫體牛肉火鍋？聚餐好地方
341,2018/10/20,999,瓦法奇朵北車店：平價火鍋，牛肉麵義大利麵都有！適合聚餐聊天的餐廳
341,2018/10/05,999,台北車站火鍋推薦-W.瓦法奇朵Waffogato！點飲料加購四川麻辣鍋的套餐好划算！捷運台北車站美！安格斯牛排牛肉麵CP值高！(台北車站美、台北車站餐廳、北車火鍋)
341,2018/09/26,4.5,瓦法奇朵~高CP值咖啡店- 台北台北車站
341,2018/09/09,999,中正美-W.瓦法奇朵台北車站店.99加價購乾鍋、牛肉麵.平價高cp值，台北車站複合式餐廳
341,2018/08/31,4.5,W.瓦法奇朵台北車站店-點杯飲料再加99元就可以吃到乾燒鍋
341,2018/08/21,999,台北中正｜瓦法奇朵台北車站店，火鍋優惠活動超划算，文附瓦法奇朵2018菜單
341,2018/08/07,999,Waffagato瓦法奇朵(台北車站店)，NT$99受乾燒火鍋～
341,2018/08/05,4.0,瓦法奇朵｜台北車站美｜台北車站｜信陽街｜北車美｜
341,2018/08/02,4.0,瓦法奇朵｜台北不限時推薦｜99元明蝦生蠔鍋，多利魚蛤蠣菜盤~美麗打卡背板(菜單menu價錢)
341,2018/06/06,5.0,"台北美│瓦法奇朵Waffogato地表最強乾燒牛排x豬肉菠菜pizzax焦糖雲朵莓果鬆餅,CP值高份量十足,小資男女約會聚餐首選！(台北車站)"
341,2018/05/31,4.0,台北車站ll瓦法奇朵-聚餐、約會、聊天首選｜好吃、平價、不限時、免費WIFI(完整菜單、訂位電話)
341,2018/05/26,4.5,台北車站附近的W.瓦法奇朵咖啡館、不管想吃鍋還是義大利麵、排餐、下午茶，這邊通通一次滿足你
341,2018/04/21,999,瓦法奇朵-老闆瘋了!美味特製火鍋買一送一
341,2018/04/21,3.5,Waffogato瓦法奇朵，澎湃乾鍋超值買一送一！
341,2018/04/08,5.0, 什麼？豪華海陸雙拼火鍋買一送一還可以吃到溫體牛！W.瓦法奇朵Waffogato台北車站店台北車站火鍋台北車站美
341,2018/04/01,4.0,瓦法奇朵火鍋飲料買一送一太狂了/高CP值/今天不伙上瓦法奇朵吃火鍋 
341,2018/03/27,3.0,W.瓦法奇朵-台北車站店-台北中正-天使紅蝦螃蟹海陸鍋買一送二X超划算組合X台北車站捷運站 
341,2018/03/20,2.0,瓦法奇朵Waffogato-北車周邊複合式料理火鍋、排餐、甜點應有盡有
341,2018/03/17,999,瓦法奇朵，吃火鍋送牛排，吃牛排送冰淇淋，點火鍋料送鹽酥雞（附完整菜單）
341,2018/03/14,999,瓦法奇朵點火鍋送牛排台北車站旁超親民價就能吃得飽飽划算推薦(台北車站下午茶火鍋買一送一)
341,2018/03/09,4.0,W. 瓦法奇朵 - 豪華海陸鍋物買一送二 ღ捷運台北車站．北車美ღ
341,2018/02/23,999,台北車站美：瓦法奇朵～火鍋、咖啡、牛排、義大利麵聚餐吃飯一次滿足！（近北車、京站）
341,2018/02/23,999,瓦法奇朵-溫體牛火鍋買一送一！好滿足！還有咖哩飯、牛肉麵等！北車美/北車甜點/北車下午茶/台北車站下午茶/北車火鍋
341,2018/02/21,3.5,W. 瓦法奇朵餐飲▕ 想吃什麼這裡都有：牛排、火鍋、義大利麵，聚餐好選擇
341,2018/01/28,4.0,瓦法奇朵信陽店點牛排送火鍋！中西餐點都能用
341,2018/01/08,999,"瓦法奇朵｜台北車站美推薦,點排餐送火鍋好超值!"
341,2018/01/07,3.5,台北中正​瓦法奇朵～點排餐送火鍋、隱藏版奶茶聖代！美味送不完的中西餐點（台北車站）~
341,2017/12/09,3.0,W.瓦法奇朵餐飲-台北車站店-鴛鴦鍋｜多元餐點｜台北車站｜朋友聚餐好選擇｜
341,2017/11/07,4.5,優惠多多CP值高，聚餐的好去處~W.瓦法奇朵(台北車站店)
341,2017/08/01,3.5,W.瓦法奇朵-台北車站店┃平價多國料理，全新菜單改版！學生族也吃得起
341,2017/05/21,1.0,很久沒吃到這麼難吃的店了重鹹濃湯感覺整碗都是勾芡份量也少的誇張點義大利麵就會強制要你加點一杯飲料飲料也都是百元起跳的沒有套餐價想點別的餐來抵也不能不知道是什麼概念
341,2017/04/25,3.0,餐點普通
341,2017/02/23,999,瓦法奇朵Waffogato(台北車站店)
341,2017/02/21,999,超親民價格中西合併料理▷瓦法奇朵/台北車站店
341,2016/12/16,999,推薦的幾乎都是人頭帳號外帶還要低消飲料牛排很差所以改炸的還沒有客訴專線也沒有總公司電話很屌的經營方式
341,2016/11/07,999,瓦法奇朵(台北車站店)｜台北市中正區補習街美式平價西餐廳；學生族、小資族省錢甲粗飽方案。
341,2016/10/20,999,創新牛排麵湯排骨飯瓦法奇朵Waffogato(台北車站店)
341,2016/09/22,999,瓦法奇朵Waffogato/台北車站店｜百元消費の安格斯牛排麵
341,2016/08/20,999,今天去拜訪這家店，服務員很不積極！！招了很多次的手才過來！ok這就算了，結果餐點挺讓我們失望的！牛肉麵的牛肉老到咬不動，飲料都爆甜！！明明點了水蜜桃紅茶，結果味道卻像青草茶！一點水蜜桃味道都沒有！還像在喝藥水！只是去冰而已差那麼多嗎？奶茶甜到爆，完全沒辦法喝完！豬排乾拌麵鹹到不行！感覺都要洗腎了！覺得這家店有待加強喔！
341,2016/08/11,3.0,瓦法奇朵台北車站(信陽)店-不用一百元就能吃到安格斯牛排-台北中正美-體驗
341,2016/07/21,999,W.瓦法奇朵(台北車站店)-『台北車站』99元超平價安格斯牛排牛肉麵
341,2016/07/11,999,W.瓦法奇朵--平價聚餐選擇~安格斯雪花牛排、牛肉麵嚐鮮價$99
341,2016/07/05,999,W.瓦法奇朵－台北車站～ＣＰ值極高，安格斯牛排牛肉麵＆爐烤雪花牛排，真的只要９９元
341,2016/05/10,999,瓦法奇朵(台北車站店)爐烤雪花牛排才99元平價美式餐廳@茜的美
341,2016/04/14,999,[邀約][]台北台北車站瓦法奇朵Waffogato(台北車站店)高CP值平價排餐餐廳服務好氣氛好*附菜單WIFI*主餐排餐買一送二超划算大份量美義大利麵/排餐/燉飯/PIZZA選擇多多好餐廳
341,2016/04/03,999,瓦法奇朵 (台北車站店) ~ CP值超高的美味西式餐點，周年慶大回饋 
341,2016/03/25,999,瓦法奇朵Waffogato。甜蜜蜜巧克力火鍋與雪花牛排，價格實惠超值聚餐好選擇。
341,2016/03/20,999,【瓦法奇朵(台北車站店)】買一送二!!超大方主餐請你吃!!美味甜點台北車站下午茶/甜點/排餐/南陽街@T漁先生美/攝影/親子/民宿/旅遊
341,2016/03/17,999,W.瓦法奇朵。你沒看錯，就是「主餐買一送二」!!!!!!(活動只到4/15)
341,2016/03/13,999,聚餐的好地方，交通又方便。
341,2016/03/06,999,熟成牛排好吃
341,2016/02/13,999,好吃喔
341,2016/02/06,999,主餐買一送一！划算！餐點蠻好吃的
341,2016/01/28,999,
341,2016/01/26,999,不錯喔
341,2016/01/24,999,覺得CP值很高
341,2015/07/06,999,瓦法奇朵Waffogato~以親民的價格滿足味蕾，在每個時段餵飽脾胃與靈魂~
341,2015/06/21,999,台北中正區[Waffogato瓦法奇朵]新推出平價排餐室和學生族群(捷運台北車站站)
341,2015/06/12,999,瓦法奇朵waffogato－你吃過鹹鹹圈嗎？現在還有排餐買一送一喔！(台北車站、邀約)
341,2015/04/11,999,不過，要一杯飲料的低銷，再加上10%服務費。適合家族，朋友聚餐，但是不適合給單身者消費。
341,2015/01/19,999,台北車站。瓦法奇朵Waffogato(信陽店)平價好吃
341,2014/11/25,999,瓦法奇朵(台北車站店)＠牛排買一送一至2/4，輕料理也好吃
341,2014/10/05,999,台北車站瓦法奇朵信陽店-安格斯自然牛排買一送一新幕超值優惠
